1221,1131,1041,956,876,805,741,675,608,539,472,408,352,306,273,251,241,239,242,246,249,248,246,244,247,253,263,274,282,282,276,266,250,234,215,204,189,197
1226,1136,1046,962,883,813,751,691,633,578,530,486,448,422,405,394,389,392,390,387,380,373,364,359,356,356,352,347,338,327,313,299,286,274,262,250,238,227
1229,1142,1054,972,893,828,771,718,669,624,584,549,523,505,498,496,495,497,496,487,475,461,445,428,412,397,381,366,351,336,322,308,295,283,270,258,246,235
1234,1148,1061,981,907,848,800,759,727,697,672,650,632,615,602,587,571,554,537,517,497,478,459,441,424,407,391,375,359,345,330,317,304,291,279,267,255,244
1237,1152,1066,986,914,860,819,786,763,742,721,700,679,656,633,611,588,567,546,525,505,486,467,449,432,416,400,384,369,354,340,326,313,301,288,276,264,253
1240,1155,1070,991,921,869,832,802,782,762,740,717,693,668,643,619,596,575,554,534,515,500,486,474,463,455,444,433,425,414,403,393,382,369,357,343,330,315
1241,1158,1073,996,928,878,842,815,794,774,752,727,702,677,655,636,621,609,597,585,573,560,548,537,525,514,502,490,477,465,452,440,427,414,402,389,377,365
1243,1160,1076,1000,932,883,848,822,802,783,761,738,715,694,677,663,652,642,631,619,607,593,580,568,555,542,530,518,506,494,482,470,458,446,434,421,409,397
1245,1163,1079,1004,937,888,854,829,810,793,775,756,738,721,706,692,679,666,653,640,627,615,603,591,579,568,556,546,536,526,515,505,494,482,470,458,446,433
1246,1165,1082,1007,940,892,859,835,818,802,787,770,753,737,723,709,697,685,673,662,650,639,627,616,605,594,583,572,561,551,540,529,518,507,495,483,471,460
1248,1168,1085,1010,944,897,864,840,824,809,794,778,763,748,735,722,711,700,689,679,668,658,648,639,630,621,612,603,594,585,575,566,556,545,535,524,513,503
1250,1170,1088,1014,949,902,869,846,831,817,802,787,772,759,747,736,726,717,708,699,691,684,677,672,667,661,655,648,640,633,624,615,607,598,590,582,573,563
1252,1172,1090,1017,953,907,876,854,839,826,812,797,783,771,760,751,743,736,729,724,720,718,716,717,716,714,711,708,707,708,710,713,718,721,725,731,736,751
1253,1174,1093,1021,957,912,881,861,846,834,821,807,794,783,773,767,763,763,764,771,780,789,800,814,820,827,840,851,861,879,896,905,914,928,937,955,977,1015
1256,1177,1096,1024,961,916,887,867,853,842,829,817,806,797,792,792,798,810,828,850,871,891,910,926,940,959,980,1001,1026,1049,1069,1084,1097,1108,1121,1137,1155,1184
1257,1179,1099,1027,965,921,893,875,863,852,842,833,828,828,834,847,867,890,917,947,975,1000,1024,1045,1066,1091,1120,1150,1182,1210,1233,1252,1265,1280,1295,1315,1337,1366
1258,1181,1102,1031,970,929,904,889,882,876,872,868,868,874,885,903,929,961,1000,1046,1090,1131,1167,1195,1221,1246,1274,1304,1335,1366,1395,1421,1445,1470,1492,1515,1537,1558
1260,1184,1105,1035,976,938,919,912,914,919,925,929,937,949,962,984,1015,1056,1105,1162,1215,1264,1303,1334,1359,1387,1417,1449,1484,1522,1557,1589,1617,1645,1670,1696,1724,1754
1262,1187,1108,1041,986,954,943,948,962,980,999,1015,1029,1045,1064,1088,1125,1175,1233,1295,1358,1410,1456,1498,1536,1575,1615,1657,1696,1733,1767,1800,1829,1860,1898,1934,1974,2006
1264,1190,1113,1048,999,978,979,1003,1037,1075,1114,1150,1178,1207,1234,1261,1299,1351,1407,1470,1534,1589,1637,1685,1730,1775,1821,1869,1908,1942,1975,2006,2039,2081,2134,2193,2258,2327
1268,1195,1119,1057,1014,1003,1023,1070,1132,1195,1256,1307,1347,1380,1414,1450,1496,1556,1630,1706,1784,1855,1916,1968,2021,2063,2108,2149,2191,2226,2264,2303,2350,2401,2459,2520,2584,2639
1271,1199,1124,1065,1029,1029,1064,1132,1215,1297,1371,1430,1473,1510,1547,1588,1642,1712,1795,1882,1970,2051,2126,2190,2252,2312,2364,2412,2463,2516,2566,2625,2688,2758,2826,2937,3042,3235
1277,1205,1130,1075,1045,1054,1100,1181,1275,1371,1460,1538,1603,1659,1707,1757,1812,1885,1973,2083,2204,2324,2439,2550,2640,2713,2767,2795,2804,2809,2823,2860,2919,3010,3123,3287,3448,3708
