8,20,33,47,61,77,94,113,133,155,177,198,218,238,256,272,288,304,319,335,351,366,380,393,405,415,424,431,438,445,450,455,460,464,468,471,474,477,479,481,484,486,488
9,22,35,49,64,80,97,117,138,160,182,204,225,245,264,281,299,316,333,350,367,381,395,407,418,428,438,447,455,462,468,473,479,485,491,497,504,509,513,517,520,523,526
10,24,37,52,66,83,100,120,141,164,187,210,232,252,272,291,310,328,345,362,377,392,406,419,432,444,455,465,474,481,488,494,500,506,511,516,520,524,528,532,535,538,541
12,25,39,54,69,86,104,124,146,169,193,216,238,260,280,299,318,337,355,372,388,404,419,434,447,460,472,484,495,506,516,526,534,542,549,555,561,567,572,577,582,587,591
13,27,41,56,71,88,106,127,149,173,197,220,243,264,285,305,324,342,361,378,395,412,428,443,459,473,488,501,514,527,540,553,567,582,597,613,629,644,658,671,681,690,697
14,28,42,57,73,89,108,129,151,175,199,223,246,269,290,310,329,348,366,384,401,418,435,451,467,484,500,516,533,549,566,583,600,617,635,654,672,691,711,731,749,768,783
15,29,43,58,74,91,110,131,153,177,202,226,249,271,293,313,332,352,370,389,407,424,441,458,474,492,509,527,546,565,583,602,620,639,658,678,698,718,739,760,780,800,820
15,29,44,59,75,92,111,132,155,179,204,228,252,274,296,316,336,355,374,392,411,428,446,463,480,498,516,535,553,573,592,611,630,649,669,689,710,730,750,771,791,812,832
16,30,45,60,76,94,113,134,157,181,205,230,254,276,298,318,338,358,377,395,414,432,450,469,487,505,524,543,562,580,599,619,638,658,678,698,719,740,760,781,802,822,843
16,31,46,61,78,95,114,135,158,183,207,232,256,279,300,321,341,361,380,399,418,437,455,473,491,509,528,547,566,585,605,625,645,665,685,706,727,748,769,792,814,837,860
17,32,47,62,79,96,115,137,160,184,209,234,258,281,303,324,345,365,385,404,423,442,460,479,497,516,535,554,574,593,613,633,654,675,697,719,741,764,788,812,837,863,891
17,32,48,64,80,98,117,138,161,186,211,236,260,283,306,327,348,369,389,409,429,448,466,485,504,523,543,563,584,605,626,647,669,690,713,737,761,786,813,842,875,908,948
17,33,49,65,81,99,119,140,163,188,213,238,262,286,308,330,352,373,394,415,435,454,474,493,513,533,554,575,596,618,639,662,685,709,734,759,786,814,843,875,908,943,979
18,34,49,65,82,100,120,142,165,190,215,240,264,288,311,334,356,378,400,421,441,462,482,503,524,545,566,588,609,631,654,677,702,727,754,782,810,839,869,900,932,964,998
18,34,50,67,83,102,121,143,166,191,216,242,267,291,314,338,360,383,405,427,448,469,490,512,534,556,578,601,623,647,671,695,721,747,774,802,831,861,891,922,954,985,1017
19,35,51,68,85,103,123,144,168,193,218,244,269,294,318,341,364,387,410,432,454,476,499,521,544,567,590,613,637,661,686,712,739,767,795,824,853,882,911,940,970,999,1030
20,36,52,69,86,104,124,146,170,195,221,247,272,297,321,344,368,391,414,438,461,484,508,532,556,580,605,629,654,679,704,730,757,784,811,839,867,895,924,953,983,1014,1046
20,37,53,70,87,106,126,148,172,198,224,250,275,300,324,348,371,395,419,443,467,491,516,541,565,590,615,640,666,691,717,742,769,796,823,852,881,910,939,968,998,1029,1061
21,38,54,71,89,107,128,151,175,201,227,254,280,305,329,353,377,401,425,449,474,499,525,550,575,601,627,652,678,704,730,756,783,810,838,866,895,924,953,983,1014,1046,1083
22,39,56,73,91,110,130,153,178,204,231,258,284,310,335,359,383,407,432,457,483,509,535,561,587,613,639,666,692,719,746,772,800,828,857,886,915,945,975,1006,1039,1072,1110
23,41,58,76,94,113,134,157,183,209,237,264,292,318,344,369,394,419,445,471,497,524,551,579,605,632,660,686,713,740,768,796,824,854,884,914,946,980,1017,1058,1102,1147,1195
24,42,60,78,96,116,137,160,186,213,241,269,297,325,353,380,408,435,462,489,516,542,569,597,626,655,685,714,743,770,798,825,854,885,918,950,985,1022,1060,1102,1144,1188,1224
24,43,61,79,98,118,140,164,189,217,245,273,303,332,362,393,423,454,485,515,544,573,602,632,661,693,725,756,786,819,851,887,926,967,1009,1053,1095,1135,1179,1224,1281,1338,1419
