1,6,12,18,25,32,39,47,55,62,69,76,83,90,96,104,111,118,125,131,136,141,146,150,153,157,159,162,164,167,169,170,172,174,175,177,178,179,180,181,182,183,184
2,8,14,21,28,35,42,50,58,66,73,80,87,94,101,108,116,123,129,135,141,146,151,157,162,167,172,176,179,181,184,185,187,189,191,192,194,195,196,197,198,199,200
3,9,16,22,29,37,45,53,61,69,76,84,91,98,106,113,121,128,135,142,149,155,161,166,171,176,180,184,188,191,195,199,202,206,209,212,215,217,218,220,222,223,224
4,10,17,24,32,39,47,55,63,71,79,88,96,104,112,120,128,135,143,150,158,164,171,177,183,188,193,198,202,206,210,214,217,221,224,227,230,232,235,237,239,241,243
5,11,18,26,33,41,49,57,65,73,82,90,98,107,115,124,132,140,148,156,163,171,178,186,193,199,205,211,216,221,226,230,235,239,243,247,250,253,255,258,260,262,265
5,12,19,26,34,42,50,58,66,75,83,92,101,109,118,127,135,144,152,160,168,176,184,191,199,205,212,218,224,229,235,240,245,249,253,257,261,265,268,271,275,278,281
6,13,20,27,35,43,51,59,68,76,85,94,103,112,121,129,138,147,155,164,172,180,189,197,205,212,219,226,233,239,245,251,256,261,267,271,276,281,285,289,293,297,300
6,13,21,28,36,44,52,61,69,78,87,95,104,114,123,132,141,149,158,167,176,184,193,202,210,218,226,233,240,247,254,261,268,275,281,288,294,300,305,310,314,318,322
6,14,21,29,37,45,53,62,70,79,88,97,106,115,124,134,143,152,161,170,179,188,197,206,216,226,236,246,257,268,280,293,307,324,341,359,379,400,422,444,466,488,512
7,14,22,29,37,46,54,63,71,80,89,98,107,117,126,135,145,154,163,173,182,192,203,213,225,237,249,263,278,294,312,332,352,373,394,415,437,460,484,510,537,564,594
7,15,22,30,38,47,55,64,73,82,91,100,109,118,128,137,147,156,166,176,186,197,209,221,234,248,264,280,297,315,334,353,374,395,416,440,465,491,519,548,578,608,638
8,15,23,31,39,47,56,65,74,83,92,101,110,120,130,139,149,159,169,180,190,202,214,228,242,257,274,292,310,329,348,367,388,409,433,457,483,512,542,574,609,644,683
8,15,23,31,40,48,57,66,75,84,93,102,112,122,131,141,152,162,172,183,195,207,220,234,249,265,283,301,320,339,359,380,402,426,451,478,507,538,572,607,645,683,725
8,16,24,32,40,49,58,67,76,85,94,104,113,123,133,144,154,165,176,188,200,212,225,240,255,272,290,308,328,348,369,392,417,443,472,503,535,571,611,655,708,762,830
9,16,24,33,41,50,59,68,77,87,96,105,115,125,136,146,157,168,180,191,204,217,231,245,261,278,297,316,337,358,382,406,433,462,493,526,563,603,648,699,755,813,874
9,17,25,33,42,51,60,69,79,88,98,107,117,128,139,149,161,172,183,195,208,221,235,251,267,285,304,324,346,369,394,421,450,481,515,553,594,639,688,741,795,851,904
9,17,26,34,43,52,61,71,80,89,99,109,119,130,141,152,164,175,187,199,212,226,241,257,274,293,313,334,357,382,409,439,472,506,543,583,625,670,721,775,834,894,961
10,18,26,35,44,53,62,72,81,91,101,111,122,133,145,156,168,180,192,205,218,233,249,266,284,304,325,347,371,398,428,460,494,530,568,608,653,702,755,814,877,941,1012
10,18,27,36,45,55,64,73,83,93,103,113,124,136,148,160,172,184,197,211,225,241,258,276,296,316,338,362,389,418,449,482,516,554,593,637,686,740,799,861,931,1001,1084
11,19,28,37,47,56,66,75,85,95,106,117,129,141,154,167,180,193,207,221,237,254,272,292,312,334,357,382,410,440,473,508,546,586,629,676,728,784,845,911,984,1057,1142
12,21,30,39,49,59,68,78,88,99,110,122,135,148,162,177,192,207,223,239,257,276,296,317,340,363,389,417,448,481,517,554,594,639,687,741,799,861,927,996,1070,1144,1232
12,22,32,41,51,61,71,81,91,102,114,127,141,156,173,189,205,222,237,253,270,289,310,332,358,385,414,445,479,517,556,600,649,701,758,818,886,957,1033,1115,1191,1270,1326
14,23,33,43,53,63,73,84,95,106,118,131,146,162,180,197,213,230,247,264,283,305,330,358,389,421,455,491,529,572,620,675,736,803,875,954,1040,1134,1238,1348,1468,1590,1723
