3,7,10,13,17,23,31,40,50,59,67,73,79,84,88,93,97,101,106,109,113,116,119,121,123,126,128,129,131,133,134,136,137
4,9,13,18,24,32,41,51,61,69,77,84,89,95,100,105,109,113,118,121,125,129,132,135,138,141,144,146,148,151,153,155,157
5,11,18,26,35,43,52,60,68,74,81,87,92,98,103,108,113,118,122,126,130,134,137,141,144,146,149,152,154,156,158,161,163
6,13,22,30,39,47,56,64,71,78,85,91,97,103,108,114,119,124,129,133,137,141,145,148,152,155,158,160,163,166,168,171,173
6,14,23,32,41,50,59,67,75,82,89,96,102,108,114,120,126,131,136,140,145,149,153,157,161,165,168,172,175,178,181,184,187
7,15,24,34,43,52,61,70,78,85,93,100,107,113,120,126,132,138,144,149,155,160,165,170,175,179,184,188,192,196,199,203,207
7,16,26,35,45,54,64,73,82,91,99,108,116,124,132,139,147,154,161,168,175,181,188,194,200,205,211,216,221,226,230,234,238
8,17,27,36,47,57,67,77,87,97,107,117,127,136,145,154,162,171,180,188,197,206,215,223,231,239,247,255,262,269,276,283,289
8,18,28,38,49,59,70,81,92,103,115,126,137,149,161,173,186,199,213,227,241,255,269,284,299,314,329,345,361,377,393,409,426
9,18,29,39,50,61,72,84,95,107,119,131,143,156,169,182,195,209,223,237,252,267,282,297,312,327,343,358,374,390,406,422,439
9,19,30,41,53,65,77,90,104,117,131,145,160,175,189,204,219,235,251,267,283,300,317,334,352,369,388,406,425,444,464,483,503
9,20,32,43,56,70,84,100,118,138,160,187,216,249,285,324,367,413,464,518,575,634,697,764,837,919,1016,1127,1249,1388,1522,1661,1770
10,21,35,53,77,108,147,196,254,321,397,484,580,679,782,890,1004,1123,1248,1383,1523,1670,1830,2022,2234,2463,2716,2995,3282,3603,3982,4363,4852
10,26,58,92,136,187,245,309,381,461,549,643,742,843,946,1057,1181,1318,1475,1648,1836,2039,2261,2498,2753,3021,3299,3592,3904,4235,4599,4975,5399
11,34,80,127,188,253,324,400,479,563,652,748,850,958,1075,1200,1341,1498,1673,1868,2085,2313,2556,2811,3079,3352,3646,3960,4300,4663,5050,5449,5864
11,41,100,161,237,317,400,486,573,661,753,853,958,1071,1194,1331,1482,1652,1843,2057,2288,2535,2791,3061,3344,3643,3963,4311,4688,5085,5532,5984,6515
12,48,122,196,285,376,468,561,655,751,852,960,1073,1192,1323,1467,1630,1815,2024,2252,2501,2757,3025,3303,3599,3911,4258,4630,5043,5485,5999,6516,7160
12,67,155,242,342,441,542,641,740,843,950,1061,1179,1307,1450,1612,1800,2010,2241,2491,2747,3002,3280,3572,3883,4221,4603,5010,5448,5924,6422,6930,7450
13,84,188,289,403,513,624,730,836,941,1051,1169,1296,1435,1594,1777,1979,2202,2448,2706,2971,3253,3560,3881,4229,4611,5032,5473,5952,6462,6980,7510,8024
14,111,234,353,480,603,723,837,948,1060,1177,1300,1433,1586,1761,1962,2183,2429,2690,2963,3249,3559,3881,4231,4610,5026,5470,5962,6492,7050,7629,8225,8824
15,150,301,447,593,729,861,982,1097,1216,1337,1467,1618,1798,1996,2230,2493,2768,3052,3366,3686,4003,4347,4726,5125,5562,6077,6625,7213,7838,8497,9148,9836
16,174,354,521,689,843,981,1107,1236,1364,1504,1661,1836,2026,2241,2477,2748,3039,3354,3689,4032,4381,4756,5164,5594,6090,6649,7237,7880,8587,9342,10107,10970
17,208,414,603,788,944,1084,1217,1353,1495,1665,1856,2050,2262,2490,2736,3008,3315,3644,4017,4423,4847,5315,5825,6336,6864,7427,8014,8649,9355,10120,10918,11772
