13,12,11,10,8,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,12,11,9,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,14,12,10,8,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,17,15,13,11,9,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,17,16,14,12,10,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18,18,17,15,13,11,8,6,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
20,19,18,18,17,17,16,16,15,14,14,13,12,11,10,10,8,7,7,6,6,6,6,5,5,5,4,4,4,4,3,3,3,3,3,2,2
20,20,19,18,18,18,17,17,16,15,15,14,13,13,12,11,10,9,9,8,7,7,7,7,6,6,6,6,5,5,5,4,4,4,4,3,3
21,20,20,19,18,18,18,17,17,16,15,15,14,13,13,12,11,11,10,9,9,9,8,8,7,7,7,6,6,6,5,5,5,5,4,4,4
22,21,20,19,19,19,18,17,17,16,16,15,14,14,13,12,12,11,10,10,9,9,9,8,8,7,7,7,6,6,6,5,5,5,5,4,4
23,22,21,20,20,19,18,18,17,17,16,15,14,14,13,13,12,11,11,10,10,9,9,9,8,8,7,7,7,6,6,6,5,5,5,5,4
23,22,21,21,20,19,19,18,17,17,16,15,15,14,14,13,12,12,11,11,10,10,10,9,9,8,8,8,7,7,7,6,6,6,5,5,5
24,23,22,21,20,20,19,19,18,17,17,16,16,15,14,14,13,13,12,12,11,11,10,10,10,9,9,8,8,8,7,7,7,6,6,6,5
24,23,23,22,21,20,20,19,19,18,17,17,16,16,15,15,14,14,13,13,12,12,11,11,11,10,10,9,9,9,8,8,8,7,7,7,6
25,24,23,22,22,21,20,20,19,19,18,18,17,17,16,16,15,15,14,14,13,13,13,12,12,12,11,11,10,10,10,9,9,9,8,8,8
25,25,24,23,22,22,21,21,20,20,20,20,19,19,19,18,18,17,17,16,16,16,16,16,15,15,15,14,14,14,13,13,12,12,12,11,11
27,26,25,24,24,24,24,23,23,22,22,22,22,22,21,21,20,20,20,20,19,20,20,20,20,20,20,20,20,19,19,19,18,18,18,18,17
27,26,26,26,27,28,30,31,32,32,33,32,31,30,29,29,28,27,27,27,27,27,28,29,29,29,29,29,29,29,29,29,29,28,27,26,24
28,27,28,30,33,37,42,45,47,48,48,48,46,44,43,42,40,39,40,39,40,42,43,44,45,46,46,46,47,47,47,46,45,44,42,40,37
30,28,30,34,39,46,55,60,64,66,67,66,64,62,61,60,59,59,59,60,61,63,65,66,66,67,67,67,67,67,67,66,65,63,59,56,50
32,30,33,39,48,60,74,85,93,97,99,97,95,92,90,87,86,87,89,91,94,96,97,98,98,98,98,98,97,97,96,95,93,90,85,80,71
34,32,35,43,55,70,90,106,117,124,126,124,120,116,112,108,107,108,111,115,118,120,121,120,120,120,121,122,122,123,124,124,124,123,118,113,101
36,34,39,48,62,82,108,128,144,155,158,154,149,141,134,129,127,127,132,135,139,142,144,144,145,146,147,148,149,150,151,151,151,149,143,137,122
