3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,5,5,4,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,7,7,7,7,6,6,5,5,5,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0
8,8,8,8,7,7,7,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1
8,8,8,8,8,7,7,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1
9,9,8,8,8,7,7,7,6,6,6,6,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2
9,9,9,8,8,8,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2
9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3
10,10,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3
10,10,10,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4
10,10,10,10,10,9,9,9,9,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4
11,11,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5
11,12,12,12,12,12,12,12,12,12,11,11,11,10,10,9,9,10,10,10,11,10,10,10,9,9,9,9,10,11,11,11,9
12,15,17,18,19,19,19,18,18,18,17,16,16,15,15,14,15,15,16,17,18,18,18,18,17,17,18,19,20,21,22,22,20
12,17,21,24,27,28,28,28,27,26,25,25,24,23,22,22,23,23,25,26,27,28,28,29,29,30,31,33,34,36,37,37,36
13,21,27,32,35,37,37,37,37,37,36,36,34,33,32,32,32,34,36,38,41,43,44,45,46,47,49,51,53,56,58,59,59
14,28,37,45,50,52,52,51,50,50,49,49,48,47,47,47,48,49,52,55,58,62,65,68,70,71,72,74,76,80,84,88,93
15,33,46,56,62,65,65,64,63,62,61,61,60,58,58,59,60,62,66,68,72,75,79,82,84,87,89,93,97,102,105,109,108
16,36,51,63,71,75,77,77,77,76,76,75,73,71,71,71,72,75,79,83,88,94,99,105,110,114,118,122,124,127,129,130,128
