"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","point",NA,109163
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.01,105525
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.025,106061
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.05,106774
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.1,107712
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.15,108202
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.2,108503
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.25,108692
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.3,108822
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.35,108912
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.4,108992
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.45,109073
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.5,109163
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.55,109260
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.6,109362
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.65,109496
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.7,109736
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.75,110001
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.8,110334
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.85,110697
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.9,111276
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.95,112109
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.975,112648
"2020-08-09","1 wk ahead cum case",2020-08-15,"01","quantile",0.99,113526
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","point",NA,117307
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.01,111272
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.025,112439
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.05,113470
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.1,114835
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.15,115416
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.2,115760
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.25,116092
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.3,116310
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.35,116551
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.4,116800
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.45,117044
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.5,117307
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.55,117578
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.6,117946
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.65,118448
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.7,119084
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.75,119858
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.8,120751
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.85,121687
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.9,123027
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.95,124551
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.975,126037
"2020-08-09","2 wk ahead cum case",2020-08-22,"01","quantile",0.99,127515
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","point",NA,125045
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.01,116656
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.025,118101
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.05,119301
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.1,120458
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.15,121069
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.2,121725
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.25,122177
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.3,122686
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.35,123161
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.4,123732
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.45,124243
"2020-08-09","3 wk ahead cum case",2020-08-29,"01","quantile",0.5,125045
