"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","point",NA,16863
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.01,15759
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.025,15962
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.05,16126
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.1,16295
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.15,16403
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.2,16495
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.25,16573
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.3,16645
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.35,16718
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.4,16767
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.45,16812
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.5,16863
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.55,16914
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.6,16963
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.65,17033
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.7,17122
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.75,17233
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.8,17321
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.85,17402
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.9,17573
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.95,17883
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.975,18103
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.99,18356
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","point",NA,19827
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.01,17321
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.025,17554
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.05,17827
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.1,18211
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.15,18546
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.2,18782
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.25,19007
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.3,19204
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.35,19348
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.4,19492
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.45,19662
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.5,19827
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.55,20019
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.6,20235
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.65,20515
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.7,20786
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.75,21070
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.8,21435
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.85,21667
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.9,21973
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.95,22696
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.975,23443
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.99,24652
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","point",NA,23226
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.01,18329
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.025,18727
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.05,18992
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.1,19929
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.15,20396
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.2,21027
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.25,21393
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.3,21645
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.35,22029
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.4,22350
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.45,22773
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.5,23226
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.55,23814
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.6,24437
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.65,25007
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.7,25642
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.75,26275
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.8,26821
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.85,27263
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.9,27732
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.95,29059
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.975,30350
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.99,31829
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","point",NA,27560
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.01,18816
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.025,19313
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.05,19708
