"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","point",NA,133499
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.01,130581
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.025,131072
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.05,131637
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.1,132192
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.15,132527
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.2,132803
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.25,132989
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.3,133060
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.35,133109
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.4,133159
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.45,133260
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.5,133499
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.55,133696
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.6,133876
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.65,134014
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.7,134143
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.75,134259
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.8,134378
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.85,134749
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.9,135248
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.95,135703
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.975,136266
"2020-08-30","1 wk ahead cum case",2020-09-05,"01","quantile",0.99,136890
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","point",NA,143332
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.01,137409
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.025,138347
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.05,139078
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.1,140089
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.15,141047
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.2,141762
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.25,142327
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.3,142679
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.35,142780
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.4,142873
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.45,143028
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.5,143332
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.55,143858
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.6,144232
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.65,144645
"2020-08-30","2 wk ahead cum case",2020-09-12,"01","quantile",0.7,145081
