"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-07,0,0,0,0,0,0,0
2020-03-08,1,0,1,0,0,0,0
2020-03-09,1,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0
2020-03-11,1,0,0,0,0,0,0
2020-03-12,1,0,0,0,0,0,0
2020-03-13,2,0,1,0,0,0,0
2020-03-14,4,0,2,0,0,0,0
2020-03-15,5,0,1,0,0,0,0
2020-03-16,6,0,1,0,0,0,0
2020-03-17,8,0,2,0,0,0,0
2020-03-18,13,0,5,0,0,0,0
2020-03-19,24,1,11,1,0,0,0
2020-03-20,47,1,23,0,0,0,0
2020-03-21,73,3,26,2,0,0,0
2020-03-22,90,3,17,0,0,0,0
2020-03-23,183,3,93,0,0,0,0
2020-03-24,183,3,0,0,0,0,0
2020-03-25,356,8,173,5,0,0,0
2020-03-26,502,8,146,0,0,0,0
2020-03-27,669,8,167,0,0,0,0
2020-03-28,838,10,169,2,0,0,0
2020-03-29,838,10,0,0,0,0,0
2020-03-30,1031,13,193,3,0,0,0
2020-03-31,1327,14,296,1,0,0,0
2020-04-01,1581,18,254,4,0,0,0
2020-04-02,1834,19,253,1,0,0,0
2020-04-03,2113,19,279,0,0,0,0
2020-04-04,2291,24,178,5,0,0,413
2020-04-05,2367,34,76,10,0,0,424
2020-04-06,2722,39,355,5,0,0,439
2020-04-07,3037,53,315,14,0,0,508
2020-04-08,3327,58,290,5,0,0,519
2020-04-09,3539,77,212,19,0,0,568
2020-04-10,3799,96,260,19,0,0,568
2020-04-11,4024,109,225,13,0,0,506
2020-04-12,4160,110,136,1,0,0,988
2020-04-13,4388,114,228,4,0,0,988
2020-04-14,4686,133,298,19,0,0,1041
2020-04-15,4895,147,209,14,0,0,1024
2020-04-16,5111,152,216,5,0,0,1043
2020-04-17,5283,165,172,13,0,0,1043
2020-04-18,5517,175,234,10,0,0,875
2020-04-19,5667,176,150,1,0,0,875
2020-04-20,5807,177,140,1,0,0,873
2020-04-21,5941,189,134,12,0,0,1001
2020-04-22,6137,208,196,19,0,0,1001
2020-04-23,6321,218,184,10,0,0,884
2020-04-24,6625,262,304,44,0,0,877
2020-04-25,6826,273,201,11,0,0,850
2020-04-26,6997,274,171,1,0,0,679
2020-04-27,7171,288,174,14,0,0,679
2020-04-28,7303,314,132,26,0,0,655
