"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-04,6,0,0,0,0,0,0
2020-03-05,22,0,16,0,0,0,0
2020-03-06,33,0,11,0,0,0,0
2020-03-07,76,0,43,0,0,0,0
2020-03-08,105,0,29,0,0,0,0
2020-03-09,142,0,37,0,0,0,0
2020-03-10,173,0,31,0,0,0,0
2020-03-11,216,0,43,0,0,0,0
2020-03-12,216,0,0,0,0,0,0
2020-03-13,421,0,205,0,0,0,0
2020-03-14,524,0,103,0,0,0,0
2020-03-15,729,3,205,3,0,0,0
2020-03-16,950,7,221,4,0,0,0
2020-03-17,1700,7,750,0,0,0,325
2020-03-18,2382,12,682,5,0,0,416
2020-03-19,4152,12,1770,0,0,0,617
2020-03-20,7102,35,2950,23,0,0,1042
2020-03-21,10356,44,3254,9,1531,1531,1436
2020-03-22,15168,114,4812,70,2354,823,2043
2020-03-23,20875,114,5707,0,3125,771,2629
2020-03-24,25665,210,4790,96,4041,916,3343
2020-03-25,30811,285,5146,75,5126,1085,4079
2020-03-26,37258,385,6447,100,6921,1795,5327
2020-03-27,44635,519,7377,134,8732,1811,6481
2020-03-28,52318,728,7683,209,10454,1722,7328
2020-03-29,59513,965,7195,237,12695,2241,8503
2020-03-30,66497,1218,6984,253,14578,1883,9517
2020-03-31,75795,1550,9298,332,17085,2507,10929
2020-04-01,83712,1941,7917,391,19929,2844,12226
2020-04-02,92381,2373,8669,432,22786,2857,13383
2020-04-03,102863,2935,10482,562,26210,3424,14810
2020-04-04,113704,3565,10841,630,29471,3261,15905
2020-04-05,122031,4159,8327,594,32293,2822,16479
2020-04-06,130689,4758,8658,599,34377,2084,16837
2020-04-07,138863,5489,8174,731,36932,2555,17493
2020-04-08,149316,6268,10453,779,39982,3050,18079
2020-04-09,159937,7067,10621,799,42852,2870,18279
2020-04-10,170512,7844,10575,777,45768,2916,18569
2020-04-11,180458,8627,9946,783,48297,2529,18654
2020-04-12,188694,9385,8236,758,50919,2622,18707
2020-04-13,195031,10056,6337,671,52936,2017,18825
2020-04-14,202208,10834,7177,778,54653,1717,18697
2020-04-15,213779,11586,11571,752,56968,2315,18335
2020-04-16,222284,12192,8505,606,59052,2084,17735
2020-04-17,229642,12822,7358,630,61120,2068,17316
2020-04-18,236732,13362,7090,540,63103,1983,16967
2020-04-19,242786,13869,6054,507,64550,1447,16213
2020-04-20,247512,14347,4726,478,65969,1419,16103
2020-04-21,251690,14828,4178,481,67271,1302,16135
2020-04-22,257216,15302,5526,474,68773,1502,15599
2020-04-23,263460,15740,6244,438,70182,1409,15021
2020-04-24,271590,16162,8130,422,71373,1191,14258
2020-04-25,282143,16599,10553,437,72444,1071,13524
2020-04-26,288045,16966,5902,367,73540,1096,12839
2020-04-27,291996,17303,3951,337,74602,1062,12819
2020-04-28,295106,17638,3110,335,75362,760,12646
2020-04-29,299691,18015,4585,377,76450,1088,12159
2020-04-30,304372,18321,4681,306,77400,950,11598
2020-05-01,308314,18610,3942,289,78224,824,10993
2020-05-02,312977,18909,4663,299,78942,718,10350
2020-05-03,316415,19189,3438,280,79768,826,9786
2020-05-04,318953,19415,2538,226,80376,608,9647
2020-05-05,321192,19645,2239,230,80918,542,9600
2020-05-06,323978,19877,2786,232,81570,652,9179
2020-05-07,327649,20828,3671,951,82197,627,8665
2020-05-08,330407,21045,2758,217,82730,533,8196
2020-05-09,333122,21271,2715,226,83285,555,7776
2020-05-10,335395,21478,2273,207,83761,476,7262
2020-05-11,337055,21640,1660,162,84194,433,7226
2020-05-12,338485,21845,1430,205,84489,295,7063
2020-05-13,340661,22013,2176,168,85008,519,6946
2020-05-14,343051,22170,2390,157,85454,446,6706
2020-05-15,345813,22304,2762,134,85782,328,6394
2020-05-16,348232,22478,2419,174,86207,425,6220
2020-05-17,350121,22619,1889,141,86575,368,5897
2020-05-18,351371,22729,1250,110,86901,326,5840
2020-05-19,352845,22843,1474,114,87169,268,5818
2020-05-20,354370,22976,1525,133,87459,290,5570
2020-05-21,356458,23083,2088,107,87638,179,5187
2020-05-22,358154,23195,1696,112,87843,205,4844
2020-05-23,359926,23282,1772,87,88083,240,4642
2020-05-24,361515,23391,1589,109,88324,241,4393
2020-05-25,362764,23488,1249,97,88554,230,4348
2020-05-26,363836,23564,1072,76,88686,132,4265
2020-05-27,364965,23643,1129,79,88866,180,4208
2020-05-28,366733,23722,1768,79,89042,176,4010
2020-05-29,368284,23780,1551,58,89194,152,3781
2020-05-30,369660,23848,1376,68,89400,206,3619
2020-05-31,370770,23905,1110,57,89590,190,3436
2020-06-01,371711,23959,941,54,89703,113,3331
2020-06-02,373040,24023,1329,64,89861,158,3121
2020-06-03,374085,24079,1045,56,89995,134,2978
2020-06-04,375133,24133,1048,54,89995,0,2849
2020-06-05,376208,24175,1075,42,89995,0,2728
2020-06-06,377316,24212,1108,37,89995,0,2603
2020-06-07,378097,24259,781,47,89995,0,2427
2020-06-08,378799,24299,702,40,89995,0,2371
2020-06-09,379482,24348,683,49,89995,0,2344
2020-06-10,380156,24404,674,56,89995,0,2190
2020-06-11,380892,24442,736,38,89995,0,2042
2020-06-12,381714,24495,822,53,89995,0,1898
2020-06-13,382630,24527,916,32,89995,0,1734
2020-06-14,383324,24551,694,24,89995,0,1657
2020-06-15,383944,24579,620,28,89995,0,1608
2020-06-16,384575,24608,631,29,89995,0,1538
2020-06-17,385142,24629,567,21,89995,0,1479
2020-06-18,385760,24661,618,32,89995,0,1358
2020-06-19,386556,24686,796,25,89995,0,1284
2020-06-20,387272,24710,716,24,89995,0,1220
2020-06-21,387936,24725,664,15,89995,0,1142
2020-06-22,388488,24739,552,14,89995,0,1122
2020-06-23,389085,24766,597,27,89995,0,1104
2020-06-24,389666,24782,581,16,89995,0,1071
2020-06-25,390415,24800,749,18,89995,0,996
2020-06-26,391220,24814,805,14,89995,0,951
2020-06-27,391923,24830,703,16,89995,0,908
2020-06-28,392539,24835,616,5,89995,0,869
