"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,3391,82,71,0,496,0
2020-04-14,3553,97,162,15,675,179
2020-04-15,3656,106,103,9,675,0
2020-04-16,3931,111,275,5,675,0
2020-04-17,4099,116,168,5,675,0
2020-04-18,4248,119,149,3,776,101
2020-04-19,4377,120,129,1,776,0
2020-04-20,4446,123,69,3,776,0
2020-04-21,4439,124,-7,1,776,0
2020-04-22,4761,140,322,16,837,61
2020-04-23,4917,150,156,10,837,0
2020-04-24,5070,157,153,7,944,107
2020-04-25,5253,166,183,9,944,0
2020-04-26,5498,174,245,8,944,0
2020-04-27,5613,177,115,3,944,0
2020-04-28,5735,192,122,15,944,0
2020-04-29,5882,231,147,39,1000,56
2020-04-30,6095,244,213,13,1000,0
2020-05-01,6258,256,163,12,1110,110
2020-05-02,6489,267,231,11,1110,0
2020-05-03,6626,275,137,8,1110,0
2020-05-04,6757,283,131,8,1110,0
2020-05-05,6841,296,84,13,1110,0
2020-05-06,6936,305,95,9,1152,42
2020-05-07,7142,316,206,11,1152,0
2020-05-08,7367,320,225,4,1152,0
2020-05-09,7531,330,164,10,1252,100
2020-05-10,7653,331,122,1,1252,0
2020-05-11,7792,346,139,15,1252,0
2020-05-12,7927,355,135,9,1338,86
2020-05-13,8030,362,103,7,1338,0
2020-05-14,8189,371,159,9,1338,0
2020-05-15,8407,380,218,9,1421,83
2020-05-16,8661,380,254,0,1421,0
2020-05-17,8816,385,155,5,1421,0
2020-05-18,8942,391,126,6,1421,0
2020-05-19,9056,399,114,8,1444,23
2020-05-20,9175,407,119,8,1444,0
2020-05-21,9381,416,206,9,1444,0
2020-05-22,9638,419,257,3,1534,90
2020-05-23,9895,425,257,6,1534,0
2020-05-24,10096,435,201,10,1534,0
2020-05-25,10178,440,82,5,1534,0
2020-05-26,10416,446,238,6,1618,84
2020-05-27,10623,466,207,20,1618,0
2020-05-28,10788,470,165,4,1618,0
2020-05-29,11131,483,343,13,1634,16
2020-05-30,11394,487,263,4,1634,0
2020-05-31,11861,494,467,7,1634,0
2020-06-01,12148,500,287,6,1634,0
2020-06-02,12415,501,267,1,1789,155
2020-06-03,12415,501,0,0,1789,0
2020-06-04,12415,501,0,0,1789,0
2020-06-05,13453,539,1038,38,1814,25
2020-06-06,13453,539,0,0,1814,0
2020-06-07,14286,546,833,7,1814,0
2020-06-08,14800,557,514,11,1814,0
2020-06-09,15228,568,428,11,1898,84
2020-06-10,15759,575,531,7,1898,0
2020-06-11,16441,588,682,13,1898,0
2020-06-12,17170,593,729,5,1988,90
2020-06-13,17955,599,785,6,1988,0
2020-06-14,18795,600,840,1,1988,0
2020-06-15,19378,602,583,2,1988,0
2020-06-16,19990,607,612,5,2055,67
2020-06-17,20556,617,566,10,2055,0
2020-06-18,21533,621,977,4,2055,0
2020-06-19,22608,639,1075,18,2294,239
2020-06-20,23756,644,1148,5,2294,0
2020-06-21,24661,653,905,9,2294,0
2020-06-22,25666,659,1005,6,2294,0
2020-06-23,26572,673,906,14,2377,83
2020-06-24,27897,683,1325,10,2377,0
2020-06-25,29022,693,1125,10,2377,0
2020-06-26,30335,694,1313,1,2622,245
2020-06-27,31939,711,1604,17,2622,0
