"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-05,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0
2020-03-07,1,0,1,0,0,0,0
2020-03-08,1,0,0,0,0,0,0
2020-03-09,3,0,2,0,0,0,0
2020-03-10,3,0,0,0,0,0,0
2020-03-11,5,0,2,0,0,0,0
2020-03-12,10,0,5,0,0,0,0
2020-03-13,13,0,3,0,0,0,0
2020-03-14,14,0,1,0,0,0,0
2020-03-15,17,0,3,0,0,0,0
2020-03-16,18,0,1,0,0,0,0
2020-03-17,21,0,3,0,0,0,0
2020-03-18,24,0,3,0,0,0,0
2020-03-19,27,0,3,0,0,0,0
2020-03-20,32,0,5,0,0,0,0
2020-03-21,38,0,6,0,0,0,0
2020-03-22,48,0,10,0,0,0,0
2020-03-23,50,0,2,0,0,0,0
2020-03-24,52,0,2,0,0,0,0
2020-03-25,61,0,9,0,0,0,0
2020-03-26,73,0,12,0,0,0,0
2020-03-27,85,0,12,0,0,0,0
2020-03-28,96,2,11,2,0,0,0
2020-03-29,108,2,12,0,0,0,0
2020-03-30,145,2,37,0,0,0,0
2020-03-31,172,3,27,1,0,0,0
2020-04-01,210,4,38,1,0,0,0
2020-04-02,246,5,36,1,0,0,0
2020-04-03,279,6,33,1,0,0,0
2020-04-04,321,6,42,0,0,0,0
2020-04-05,363,8,42,2,0,0,0
2020-04-06,409,8,46,0,0,0,0
2020-04-07,447,10,38,2,0,0,0
2020-04-08,519,12,72,2,0,0,0
2020-04-09,567,14,48,2,0,0,0
2020-04-10,635,15,68,1,0,0,0
2020-04-11,700,17,65,2,0,0,0
2020-04-12,791,17,91,0,0,0,0
2020-04-13,814,17,23,0,0,0,0
2020-04-14,871,18,57,1,0,0,0
2020-04-15,901,20,30,2,0,0,0
2020-04-16,952,21,51,1,0,0,0
2020-04-17,1066,24,114,3,0,0,0
2020-04-18,1138,24,72,0,0,0,0
2020-04-19,1287,28,149,4,0,0,0
2020-04-20,1474,28,187,0,0,0,0
2020-04-21,1648,33,174,5,0,0,0
2020-04-22,1722,38,74,5,0,0,0
2020-04-23,1813,45,91,7,0,0,0
2020-04-24,2124,47,311,2,0,0,0
2020-04-25,2421,50,297,3,0,0,0
2020-04-26,2732,53,311,3,0,0,0
2020-04-27,3028,56,296,3,0,0,0
2020-04-28,3358,55,330,-1,0,0,0
2020-04-29,3374,55,16,0,0,0,0
2020-04-30,3784,68,410,13,0,0,0
2020-05-01,4281,70,497,2,0,0,0
2020-05-02,4838,73,557,3,0,0,0
2020-05-03,5326,76,488,3,0,0,0
2020-05-04,5910,78,584,2,0,0,0
2020-05-05,6083,78,173,0,0,0,0
2020-05-06,6438,82,355,4,0,0,0
2020-05-07,6771,86,333,4,0,0,0
2020-05-08,7190,90,419,4,0,0,0
2020-05-09,7831,92,641,2,0,0,0
2020-05-10,8234,96,403,4,0,0,0
2020-05-11,8315,98,81,2,0,0,0
2020-05-12,8572,100,257,2,0,0,192
2020-05-13,8692,103,120,3,0,0,192
2020-05-14,9075,107,383,4,0,0,0
2020-05-15,9416,113,341,6,0,0,0
2020-05-16,9772,119,356,6,0,0,0
2020-05-17,10220,123,448,4,0,0,0
2020-05-18,10348,123,128,0,0,0,0
2020-05-19,10625,125,277,2,0,0,0
2020-05-20,10846,132,221,7,0,0,0
2020-05-21,11122,138,276,6,0,0,0
2020-05-22,11425,143,303,5,0,0,0
2020-05-23,11662,147,237,4,0,0,0
2020-05-24,11989,147,327,0,0,0,0
2020-05-25,12134,150,145,3,0,0,0
2020-05-26,12355,150,221,0,0,0,0
2020-05-27,12619,153,264,3,0,0,0
2020-05-28,12976,163,357,10,0,0,0
2020-05-29,13261,164,285,1,0,0,0
2020-05-30,13654,170,393,6,0,0,0
2020-05-31,13905,170,251,0,0,0,0
2020-06-01,14101,170,196,0,0,0,0
2020-06-02,14345,178,244,8,0,0,0
2020-06-03,14611,181,266,3,851,851,194
2020-06-04,14866,187,255,6,902,51,211
2020-06-05,15117,186,251,-1,905,3,190
2020-06-06,15379,186,262,0,919,14,181
2020-06-07,15543,188,164,2,928,9,167
2020-06-08,15634,188,91,0,935,7,166
2020-06-09,15752,188,118,0,967,32,176
2020-06-10,15883,191,131,3,989,22,181
2020-06-11,16025,195,142,4,1000,11,175
2020-06-12,16315,212,290,17,1029,29,164
2020-06-13,16513,216,198,4,1067,38,157
2020-06-14,16633,216,120,0,1070,3,156
2020-06-15,16725,216,92,0,1075,5,160
2020-06-16,16851,220,126,4,1088,13,160
2020-06-17,17031,231,180,11,1116,28,156
2020-06-18,17226,234,195,3,1141,25,156
2020-06-19,17415,240,189,6,1166,25,149
2020-06-20,17591,244,176,4,1200,34,141
2020-06-21,17707,244,116,0,1212,12,140
2020-06-22,17810,244,103,0,1212,0,141
2020-06-23,17957,249,147,5,1234,22,135
2020-06-24,18092,256,135,7,1257,23,125
2020-06-25,18221,257,129,1,1268,11,131
2020-06-26,18346,260,125,3,1294,26,126
2020-06-27,18524,266,178,6,1312,18,125
2020-06-28,18775,267,251,1,1315,3,123
2020-06-29,18899,267,124,0,1316,1,117
2020-06-30,19042,269,143,2,1330,14,121
2020-07-01,19177,274,135,5,1330,0,120
2020-07-02,19310,276,133,2,1343,13,117
2020-07-03,19452,282,142,6,1353,10,121
2020-07-04,19660,284,208,2,1365,12,111
2020-07-05,19827,284,167,0,1368,3,109
2020-07-06,19929,284,102,0,1369,1,101
2020-07-07,20046,283,117,-1,1369,0,109
2020-07-08,20201,282,155,-1,1398,29,102
2020-07-09,20425,282,224,0,1405,7,97
2020-07-10,20623,284,198,2,1419,14,100
2020-07-11,20777,286,154,2,1419,0,95
2020-07-12,20998,285,221,-1,1421,2,95
2020-07-13,21172,285,174,0,1421,0,98
2020-07-14,21399,288,227,3,1431,10,101
2020-07-15,21717,286,318,-2,1442,11,110
2020-07-16,21979,291,262,5,1453,11,103
2020-07-17,22134,299,155,8,1453,0,96
2020-07-18,22361,301,227,2,1480,27,105
2020-07-19,22481,301,120,0,1481,1,113
2020-07-20,22583,301,102,0,1482,1,121
2020-07-21,22847,306,264,5,1502,20,115
2020-07-22,23190,310,343,4,1508,6,118
2020-07-23,23486,311,296,1,1522,14,125
2020-07-24,23818,316,332,5,1548,26,126
2020-07-25,24174,316,356,0,1548,0,122
2020-07-26,24395,316,221,0,1567,19,103
2020-07-27,24618,316,223,0,1570,3,109
2020-07-28,24899,317,281,1,1587,17,117
2020-07-29,25157,321,258,4,1606,19,122
2020-07-30,25422,324,265,3,1610,4,137
2020-07-31,25766,328,344,4,1610,0,150
2020-08-01,26211,332,445,4,1622,12,152
2020-08-02,26391,332,180,0,1629,7,142
2020-08-03,26702,332,311,0,1630,1,144
2020-08-04,26956,332,254,0,1644,14,152
2020-08-05,27178,332,222,0,1644,0,151
2020-08-06,27489,335,311,3,1681,37,148
2020-08-07,27821,340,332,5,1688,7,151
2020-08-08,28104,345,283,5,1704,16,156
2020-08-09,28245,345,141,0,1715,11,147
2020-08-10,28432,345,187,0,1722,7,146
2020-08-11,28696,348,264,3,1741,19,162
2020-08-12,29030,351,334,3,1880,139,157
2020-08-13,29244,356,214,5,1880,0,152
2020-08-14,29660,360,416,4,1880,0,147
2020-08-15,29988,361,328,1,1880,0,145
2020-08-16,30241,361,253,0,1883,3,144
2020-08-17,30372,361,131,0,1883,0,146
2020-08-18,30563,362,191,1,1883,0,158
2020-08-19,30825,368,262,6,1835,-48,160
2020-08-20,31040,371,215,3,1851,16,156
2020-08-21,31348,373,308,2,1877,26,146
2020-08-22,31626,376,278,3,1891,14,140
2020-08-23,31780,376,154,0,1907,16,139
