"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,2942,98,161,2,549,1
2020-04-14,3087,111,145,13,596,47
2020-04-15,3360,122,273,11,645,49
2020-04-16,3624,129,264,7,682,37
2020-04-17,3793,140,169,11,736,54
2020-04-18,3974,152,181,12,782,46
2020-04-19,4274,159,300,7,808,26
2020-04-20,4512,169,238,10,819,11
2020-04-21,4716,183,204,14,858,39
2020-04-22,4894,193,178,10,910,52
2020-04-23,5153,201,259,8,946,36
2020-04-24,5434,209,281,8,970,24
2020-04-25,5718,221,284,12,996,26
2020-04-26,5911,227,193,6,1001,5
2020-04-27,6094,229,183,2,1060,59
2020-04-28,6342,239,248,10,1088,28
2020-04-29,6569,250,227,11,1126,38
2020-04-30,6815,261,246,11,1175,49
2020-05-01,7212,281,397,20,1226,51
2020-05-02,7441,291,229,10,1265,39
2020-05-03,7550,303,109,12,1298,33
2020-05-04,7877,310,327,7,1316,18
2020-05-05,8207,342,330,32,1352,36
2020-05-06,8424,374,217,32,1392,40
2020-05-07,8686,396,262,22,1442,50
2020-05-08,9090,409,404,13,1478,36
2020-05-09,9378,421,288,12,1512,34
2020-05-10,9501,430,123,9,1531,19
2020-05-11,9674,435,173,5,1546,15
2020-05-12,9908,457,234,22,1582,36
2020-05-13,10090,465,182,8,1616,34
2020-05-14,10483,480,393,15,1667,51
2020-05-15,10801,493,318,13,1712,45
2020-05-16,11123,510,322,17,1748,36
2020-05-17,11296,521,173,11,1773,25
2020-05-18,11432,527,136,6,1805,32
2020-05-19,11704,554,272,27,1840,35
2020-05-20,11967,570,263,16,1901,61
2020-05-21,12222,580,255,10,1932,31
2020-05-22,12625,595,403,15,1966,34
2020-05-23,13005,616,380,21,1996,30
2020-05-24,13260,625,255,9,2023,27
2020-05-25,13458,635,198,10,2046,23
2020-05-26,13731,652,273,17,2070,24
2020-05-27,14044,670,313,18,2106,36
2020-05-28,14372,693,328,23,2147,41
2020-05-29,14793,710,421,17,2208,61
2020-05-30,15229,723,436,13,2240,32
2020-05-31,15523,734,294,11,2272,32
2020-06-01,15752,739,229,5,2296,24
2020-06-02,16041,767,289,28,2296,0
2020-06-03,16322,782,281,15,2340,44
2020-06-04,16560,794,238,12,2340,0
2020-06-05,16769,803,209,9,2475,135
2020-06-06,17039,811,270,8,2475,0
2020-06-07,17270,817,231,6,2522,47
2020-06-08,17768,837,498,20,2535,13
2020-06-09,18123,847,355,10,2535,0
2020-06-10,18483,868,360,21,2614,79
2020-06-11,18483,868,0,0,2614,0
2020-06-12,19091,881,608,13,2643,29
2020-06-13,19348,889,257,8,2644,1
2020-06-14,19516,891,168,2,2665,21
2020-06-15,19799,895,283,4,2680,15
2020-06-16,20152,915,353,20,2728,48
2020-06-17,20641,938,489,23,2767,39
2020-06-18,20641,938,0,0,2767,0
2020-06-19,20641,938,0,0,2767,0
2020-06-20,20641,938,0,0,2767,0
2020-06-21,20641,938,0,0,2767,0
2020-06-22,22329,978,1688,40,2881,114
2020-06-23,22898,989,569,11,2915,34
2020-06-24,23424,1011,526,22,2946,31
2020-06-25,24516,1016,1092,5,2998,52
2020-06-26,25066,1022,550,6,3044,46
2020-06-27,25531,1035,465,13,3078,34
2020-06-28,25892,1039,361,4,3102,24
2020-06-29,26567,1059,675,20,3115,13
2020-06-30,27247,1073,680,14,3156,41
2020-07-01,27900,1082,653,9,3177,21
2020-07-02,28770,1092,870,10,3208,31
2020-07-03,29684,1103,914,11,3208,0
2020-07-04,30674,1107,990,4,3268,60
2020-07-05,30900,1111,226,4,3268,0
2020-07-06,31257,1114,357,3,3280,12
2020-07-07,32214,1158,957,44,3315,35
2020-07-08,32888,1188,674,30,3365,50
2020-07-09,33591,1204,703,16,3414,49
2020-07-10,34622,1215,1031,11,3455,41
2020-07-11,35419,1230,797,15,3495,40
2020-07-12,36287,1249,868,19,3495,0
2020-07-13,36680,1250,393,1,3530,35
2020-07-14,37542,1272,862,22,3585,55
2020-07-15,38567,1290,1025,18,3629,44
2020-07-16,39797,1308,1230,18,3675,46
2020-07-17,40829,1332,1032,24,3712,37
2020-07-18,41846,1346,1017,14,3727,15
2020-07-19,42638,1355,792,9,3727,0
2020-07-20,43889,1358,1251,3,3766,39
2020-07-21,45524,1389,1635,31,3797,31
2020-07-22,47071,1423,1547,34,3844,47
2020-07-23,48053,1436,982,13,3878,34
2020-07-24,49585,1463,1532,27,3923,45
2020-07-25,50981,1478,1396,15,3982,59
2020-07-26,52154,1493,1173,15,3982,0
2020-07-27,52781,1498,627,5,4032,50
2020-07-28,54085,1540,1304,42,4103,71
2020-07-29,55804,1563,1719,23,4152,49
2020-07-30,57579,1611,1775,48,4213,61
2020-07-31,58747,1663,1168,52,4276,63
2020-08-01,59881,1693,1134,30,4314,38
2020-08-02,60553,1703,672,10,4314,0
2020-08-03,61125,1711,572,8,4380,66
2020-08-04,62199,1753,1074,42,4424,44
2020-08-05,63444,1804,1245,51,4472,48
2020-08-06,64400,1825,956,21,4511,39
2020-08-07,65436,1848,1036,23,4577,66
2020-08-08,66646,1874,1210,26,4606,29
2020-08-09,67173,1896,527,22,4606,0
2020-08-10,67649,1912,476,16,4680,74
2020-08-11,68293,1944,644,32,4738,58
2020-08-12,69374,1989,1081,45,4794,56
2020-08-13,69986,2011,612,22,4847,53
2020-08-14,70930,2043,944,32,4873,26
2020-08-15,71755,2080,825,37,4916,43
2020-08-16,72136,2084,381,4,4916,0
2020-08-17,72412,2095,276,11,4989,73
2020-08-18,73207,2127,795,32,5025,36
2020-08-19,74555,2163,1348,36,5063,38
2020-08-20,75449,2190,894,27,5097,34
2020-08-21,76323,2214,874,24,5127,30
2020-08-22,77268,2237,945,23,5149,22
2020-08-23,77894,2240,626,3,5149,0
2020-08-24,78405,2248,511,8,5179,30
2020-08-25,79206,2315,801,67,5208,29
2020-08-26,80110,2373,904,58,5234,26
2020-08-27,80695,2399,585,26,5267,33
2020-08-28,81294,2413,599,14,NA,NA
2020-08-29,82029,2427,735,14,NA,NA
2020-08-30,82676,2441,647,14,NA,NA
2020-08-31,82950,2473,274,32,NA,NA
2020-09-01,83584,2493,634,20,NA,NA
2020-09-02,84365,2526,781,33,NA,NA
2020-09-03,85116,2536,751,10,NA,NA
2020-09-04,85939,2558,823,22,NA,NA
2020-09-05,86478,2569,539,11,NA,NA
2020-09-06,86888,2584,410,15,NA,NA
2020-09-07,87130,2585,242,1,NA,NA
2020-09-08,87379,2585,249,0,NA,NA
2020-09-09,87805,2623,426,38,NA,NA
2020-09-10,88322,2656,517,33,NA,NA
2020-09-11,89175,2670,853,14,NA,NA
2020-09-12,89620,2685,445,15,NA,NA
2020-09-13,89874,2697,254,12,NA,NA
2020-09-14,90018,2706,144,9,NA,NA
2020-09-15,90523,2734,505,28,NA,NA
2020-09-16,91234,2756,711,22,NA,NA
2020-09-17,91935,2780,701,24,NA,NA
2020-09-18,92432,2792,497,12,NA,NA
2020-09-19,93087,2809,655,17,NA,NA
