"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,7691,306,384,17,1472,96
2020-04-14,7950,327,259,21,1493,21
2020-04-15,7956,328,6,1,1556,63
2020-04-16,8286,355,330,27,1636,80
2020-04-17,8691,372,405,17,1693,57
2020-04-18,9047,389,356,17,1755,62
2020-04-19,9730,420,683,31,1797,42
2020-04-20,9730,420,0,0,1813,16
2020-04-21,10473,483,743,63,1880,67
2020-04-22,10891,506,418,23,2003,123
2020-04-23,11278,552,387,46,2123,120
2020-04-24,12256,674,978,122,2366,243
2020-04-25,12968,684,712,10,2366,0
2020-04-26,13441,688,473,4,2410,44
2020-04-27,13879,706,438,18,2438,28
2020-04-28,14316,736,437,30,2485,47
2020-04-29,14758,766,442,30,2610,125
2020-04-30,15284,777,526,11,2621,11
2020-05-01,15793,821,509,44,2697,76
2020-05-02,16225,832,432,11,2747,50
2020-05-03,16635,842,410,10,2793,46
2020-05-04,16918,851,283,9,2799,6
2020-05-05,17367,903,449,52,2838,39
2020-05-06,17832,919,465,16,2919,81
2020-05-07,18370,944,538,25,2986,67
2020-05-08,18827,960,457,16,3557,571
2020-05-09,19375,967,548,7,3600,43
2020-05-10,19703,971,328,4,3623,23
2020-05-11,19879,987,176,16,3689,66
2020-05-12,20157,1010,278,23,3663,-26
2020-05-13,20475,1062,318,52,3695,32
2020-05-14,20838,1086,363,24,3735,40
2020-05-15,21232,1150,394,64,3789,54
2020-05-16,21633,1192,401,42,3842,53
2020-05-17,21938,1215,305,23,3866,24
2020-05-18,22202,1224,264,9,3872,6
2020-05-19,22482,1257,280,33,3899,27
2020-05-20,22797,1299,315,42,3955,56
2020-05-21,23191,1310,394,11,3990,35
2020-05-22,23487,1324,296,14,4037,47
2020-05-23,23964,1327,477,3,4082,45
2020-05-24,24174,1332,210,5,4105,23
2020-05-25,24256,1333,82,1,4119,14
2020-05-26,24552,1352,296,19,4128,9
2020-05-27,24754,1392,202,40,4160,32
2020-05-28,25107,1421,353,29,4196,36
2020-05-29,25598,1436,491,15,4254,58
2020-05-30,26084,1443,486,7,4307,53
2020-05-31,26364,1445,280,2,4333,26
2020-06-01,26563,1458,199,13,4347,14
2020-06-02,26774,1474,211,16,4372,25
2020-06-03,27046,1494,272,20,4419,47
2020-06-04,27346,1512,300,18,4443,24
2020-06-05,27601,1524,255,12,4460,17
2020-06-06,27834,1527,233,3,4472,12
2020-06-07,27987,1527,153,0,4480,8
2020-06-08,28169,1543,182,16,4485,5
2020-06-09,28333,1553,164,10,4859,374
2020-06-10,28484,1572,151,19,5025,166
2020-06-11,28632,1582,148,10,5035,10
2020-06-12,28807,1582,175,0,5057,22
2020-06-13,29002,1597,195,15,5234,177
2020-06-14,29115,1598,113,1,5244,10
2020-06-15,29284,1605,169,7,5244,0
2020-06-16,29427,1617,143,12,5269,25
2020-06-17,29656,1631,229,14,5272,3
2020-06-18,29886,1638,230,7,5294,22
2020-06-19,30172,1643,286,5,5308,14
2020-06-20,30333,1647,161,4,5318,10
2020-06-21,30524,1647,191,0,5323,5
2020-06-22,30689,1651,165,4,5327,4
2020-06-23,30877,1665,188,14,5343,16
2020-06-24,31139,1667,262,2,5366,23
2020-06-25,31463,1669,324,2,5375,9
2020-06-26,31780,1673,317,4,5386,11
2020-06-27,32006,1674,226,1,5392,6
2020-06-28,32290,1676,284,2,5399,7
2020-06-29,32494,1681,204,5,5401,2
2020-06-30,32698,1690,204,9,5442,41
2020-07-01,33012,1697,314,7,5489,47
2020-07-02,33335,1701,323,4,5513,24
2020-07-03,33595,1701,260,0,5527,14
2020-07-04,33849,1701,254,0,5537,10
2020-07-05,34048,1701,199,0,5550,13
2020-07-06,34240,1691,192,-10,5565,15
2020-07-07,34647,1696,407,5,5591,26
2020-07-08,35099,1704,452,8,5741,150
2020-07-09,35507,1706,408,2,5820,79
2020-07-10,36173,1724,666,18,5831,11
2020-07-11,36573,1725,400,1,5864,33
2020-07-12,36895,1725,322,0,5885,21
2020-07-13,37218,1727,323,2,5895,10
2020-07-14,37668,1738,450,11,5941,46
2020-07-15,38137,1744,469,6,5963,22
2020-07-16,38708,1745,571,1,5950,-13
2020-07-17,39326,1751,618,6,5966,16
2020-07-18,39770,1752,444,1,5994,28
2020-07-19,40124,1752,354,0,6019,25
2020-07-20,40548,1758,424,6,6032,13
2020-07-21,41041,1763,493,5,6057,25
2020-07-22,41680,1771,639,8,6110,53
2020-07-23,42295,1786,615,15,6133,23
2020-07-24,42962,1790,667,4,6149,16
2020-07-25,43771,1794,809,4,6227,78
2020-07-26,44318,1794,547,0,6261,34
2020-07-27,44547,1799,229,5,6268,7
2020-07-28,45296,1807,749,8,6271,3
2020-07-29,45778,1822,482,15,6319,48
2020-07-30,46186,1822,408,0,6398,79
2020-07-31,46791,1838,605,16,6413,15
2020-08-01,47249,1844,458,6,6441,28
2020-08-02,47709,1844,460,0,6465,24
2020-08-03,47950,1844,241,0,6474,9
2020-08-04,48376,1849,426,5,6487,13
2020-08-05,48970,1851,594,2,6516,29
2020-08-06,49418,1852,448,1,6536,20
2020-08-07,49875,1857,457,5,6572,36
2020-08-08,50306,1857,431,0,6582,10
2020-08-09,50642,1858,336,1,6602,20
2020-08-10,51020,1862,378,4,6616,14
2020-08-11,51422,1874,402,12,6627,11
2020-08-12,51737,1875,315,1,6679,52
2020-08-13,52200,1882,463,7,6685,6
2020-08-14,52519,1888,319,6,6700,15
2020-08-15,52819,1896,300,8,6718,18
2020-08-16,53157,1896,338,0,6727,9
2020-08-17,53351,1896,194,0,6735,8
2020-08-18,53612,1899,261,3,6739,4
2020-08-19,53882,1900,270,1,6781,42
2020-08-20,54211,1903,329,3,6784,3
2020-08-21,54211,1910,0,7,6797,13
2020-08-22,54864,1918,653,8,6808,11
2020-08-23,55123,1918,259,0,6831,23
2020-08-24,55321,1919,198,1,6841,10
2020-08-25,55780,1926,459,7,6845,4
2020-08-26,55973,1927,193,1,6894,49
2020-08-27,56323,1931,350,4,6902,8
2020-08-28,56753,1937,430,6,NA,NA
2020-08-29,57020,1942,267,5,NA,NA
2020-08-30,57203,1942,183,0,NA,NA
2020-08-31,57404,1945,201,3,NA,NA
2020-09-01,57755,1946,351,1,NA,NA
2020-09-02,57999,1952,244,6,NA,NA
2020-09-03,58267,1955,268,3,NA,NA
2020-09-04,58267,1955,0,0,NA,NA
2020-09-05,58966,1971,699,16,NA,NA
2020-09-06,59251,1972,285,1,NA,NA
2020-09-07,59464,1973,213,1,NA,NA
2020-09-08,59651,1973,187,0,NA,NA
2020-09-09,59891,1977,240,4,NA,NA
2020-09-10,60155,1979,264,2,NA,NA
2020-09-11,60462,1985,307,6,NA,NA
2020-09-12,60876,1988,414,3,NA,NA
2020-09-13,61293,1988,417,0,NA,NA
2020-09-14,61667,1990,374,2,NA,NA
2020-09-15,62079,1996,412,6,NA,NA
2020-09-16,62666,2002,587,6,NA,NA
2020-09-17,63125,2006,459,4,NA,NA
2020-09-18,63730,2009,605,3,NA,NA
2020-09-19,64336,2013,606,4,NA,NA
2020-09-20,64837,2014,501,1,NA,NA
2020-09-21,65379,2018,542,4,NA,NA
2020-09-22,66033,2025,654,7,NA,NA
2020-09-23,66649,2030,616,5,NA,NA
2020-09-24,67196,2033,547,3,NA,NA
2020-09-25,67905,2034,709,1,NA,NA
2020-09-26,68489,2040,584,6,NA,NA
2020-09-27,69058,2041,569,1,NA,NA
