"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-04,4,0,0,0,0,0,0
2020-03-05,5,0,1,0,0,0,0
2020-03-06,5,0,0,0,0,0,0
2020-03-07,6,0,1,0,0,0,0
2020-03-08,6,0,0,0,0,0,0
2020-03-09,7,0,1,0,0,0,0
2020-03-10,19,0,12,0,0,0,0
2020-03-11,19,0,0,0,0,0,0
2020-03-12,25,0,6,0,0,0,0
2020-03-13,32,0,7,0,0,0,0
2020-03-14,46,0,14,0,0,0,0
2020-03-15,64,0,18,0,0,0,0
2020-03-16,93,0,29,0,0,0,0
2020-03-17,159,1,66,1,0,0,0
2020-03-18,288,1,129,0,0,0,0
2020-03-19,422,4,134,3,0,0,0
2020-03-20,585,5,163,1,0,0,0
2020-03-21,753,6,168,1,0,0,0
2020-03-22,1049,9,296,3,0,0,0
2020-03-23,1273,12,224,3,0,0,0
2020-03-24,1535,16,262,4,0,0,0
2020-03-25,1865,19,330,3,0,0,0
2020-03-26,2538,26,673,7,0,0,0
2020-03-27,3026,34,488,8,0,0,0
2020-03-28,3491,47,465,13,0,0,0
2020-03-29,4596,65,1105,18,0,0,0
2020-03-30,5057,73,461,8,0,0,0
2020-03-31,5994,99,937,26,0,0,0
2020-04-01,6980,141,986,42,0,0,0
2020-04-02,7695,157,715,16,0,0,0
2020-04-03,8904,210,1209,53,0,0,0
2020-04-04,10357,243,1453,33,0,0,0
2020-04-05,11256,274,899,31,0,0,0
2020-04-06,12262,307,1006,33,0,0,0
2020-04-07,13549,380,1287,73,0,0,3680
2020-04-08,15078,462,1529,82,0,0,3680
2020-04-09,16422,528,1344,66,0,0,3680
2020-04-10,17887,596,1465,68,0,0,3680
2020-04-11,19180,677,1293,81,0,0,3680
2020-04-12,20852,720,1672,43,0,0,3680
2020-04-13,22025,794,1173,74,0,0,3680
2020-04-14,23247,868,1222,74,0,0,4283
2020-04-15,24593,948,1346,80,0,0,4283
2020-04-16,25733,1072,1140,124,0,0,4423
2020-04-17,27575,1134,1842,62,0,0,4454
2020-04-18,29160,1259,1585,125,0,0,4340
2020-04-19,30357,1290,1197,31,0,0,4314
