"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-06,0,0,0,0,0,0,0
2020-03-07,1,0,1,0,0,0,0
2020-03-08,1,0,0,0,0,0,0
2020-03-09,1,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0
2020-03-11,2,0,1,0,0,0,0
2020-03-12,2,0,0,0,0,0,0
2020-03-13,5,0,3,0,0,0,0
2020-03-14,8,0,3,0,0,0,0
2020-03-15,12,0,4,0,0,0,0
2020-03-16,17,0,5,0,0,0,0
2020-03-17,19,0,2,0,0,0,0
2020-03-18,21,0,2,0,0,0,0
2020-03-19,28,0,7,0,0,0,0
2020-03-20,44,2,16,2,0,0,0
2020-03-21,52,2,8,0,0,0,0
2020-03-22,76,2,24,0,0,0,0
2020-03-23,97,5,21,3,0,0,0
2020-03-24,125,7,28,2,0,0,0
2020-03-25,160,8,35,1,0,0,0
2020-03-26,185,9,25,1,0,0,0
2020-03-27,213,10,28,1,18,18,0
2020-03-28,234,12,21,2,18,0,0
2020-03-29,256,12,22,0,18,0,0
2020-03-30,293,12,37,0,18,0,0
2020-03-31,320,13,27,1,36,18,21
2020-04-01,359,16,39,3,45,9,30
2020-04-02,390,17,31,1,45,0,29
2020-04-03,460,17,70,0,45,0,29
2020-04-04,512,20,52,3,45,0,29
2020-04-05,543,22,31,2,45,0,29
2020-04-06,575,23,32,1,45,0,28
2020-04-07,608,23,33,0,45,0,29
2020-04-08,631,23,23,0,50,5,35
2020-04-09,680,23,49,0,0,-50,33
2020-04-10,713,24,33,1,0,0,32
2020-04-11,733,25,20,1,0,0,77
2020-04-12,754,27,21,2,0,0,34
2020-04-13,761,28,7,1,0,0,33
2020-04-14,770,29,9,1,0,0,64
2020-04-15,779,30,9,1,0,0,63
2020-04-16,792,35,13,5,0,0,58
2020-04-17,802,35,10,0,0,0,32
2020-04-18,813,38,11,3,0,0,56
2020-04-19,817,38,4,0,0,0,53
2020-04-20,820,38,3,0,0,0,49
2020-04-21,828,40,8,2,0,0,41
2020-04-22,831,40,3,0,0,0,37
2020-04-23,834,43,3,3,0,0,44
2020-04-24,843,44,9,1,0,0,32
2020-04-25,852,46,9,2,0,0,37
2020-04-26,855,46,3,0,0,0,34
2020-04-27,862,47,7,1,0,0,33
2020-04-28,862,47,0,0,0,0,29
2020-04-29,866,47,4,0,0,0,26
2020-04-30,879,49,13,2,0,0,23
2020-05-01,885,50,6,1,0,0,19
2020-05-02,896,51,11,1,0,0,11
2020-05-03,901,52,5,1,0,0,19
2020-05-04,906,52,5,0,0,0,15
2020-05-05,909,52,3,0,0,0,33
2020-05-06,914,52,5,0,0,0,26
2020-05-07,916,53,2,1,0,0,14
2020-05-08,918,53,2,0,0,0,15
2020-05-09,926,53,8,0,0,0,21
2020-05-10,926,53,0,0,0,0,21
2020-05-11,927,53,1,0,0,0,14
2020-05-12,929,53,2,0,0,0,18
2020-05-13,930,53,1,0,0,0,17
2020-05-14,931,53,1,0,0,0,18
2020-05-15,932,53,1,0,0,0,17
2020-05-16,940,53,8,0,0,0,20
2020-05-17,940,54,0,1,0,0,14
2020-05-18,944,54,4,0,0,0,22
2020-05-19,944,54,0,0,0,0,24
2020-05-20,944,54,0,0,0,0,15
2020-05-21,950,54,6,0,0,0,14
2020-05-22,952,54,2,0,0,0,16
2020-05-23,954,54,2,0,0,0,21
2020-05-24,956,54,2,0,0,0,25
2020-05-25,962,54,6,0,0,0,19
2020-05-26,967,54,5,0,0,0,25
2020-05-27,971,54,4,0,0,0,21
2020-05-28,974,55,3,1,0,0,17
2020-05-29,975,55,1,0,0,0,14
2020-05-30,977,55,2,0,0,0,17
2020-05-31,981,55,4,0,0,0,18
2020-06-01,983,55,2,0,0,0,16
2020-06-02,988,55,5,0,0,0,10
2020-06-03,990,55,2,0,0,0,10
2020-06-04,1026,55,36,0,0,0,13
2020-06-05,1027,55,1,0,0,0,14
2020-06-06,1046,55,19,0,0,0,16
2020-06-07,1063,55,17,0,0,0,14
2020-06-08,1075,55,12,0,0,0,13
2020-06-09,1084,55,9,0,0,0,16
2020-06-10,1095,55,11,0,0,0,11
2020-06-11,1110,55,15,0,0,0,12
2020-06-12,1119,55,9,0,0,0,16
2020-06-13,1125,55,6,0,0,0,11
2020-06-14,1127,55,2,0,0,0,26
2020-06-15,1128,55,1,0,0,0,16
2020-06-16,1131,55,3,0,0,0,12
2020-06-17,1130,55,-1,0,0,0,5
2020-06-18,1135,56,5,1,0,0,11
2020-06-19,1144,56,9,0,0,0,8
2020-06-20,1147,56,3,0,0,0,9
2020-06-21,1159,56,12,0,0,0,11
2020-06-22,1163,56,4,0,0,0,8
2020-06-23,1164,56,1,0,0,0,19
2020-06-24,1184,56,20,0,0,0,13
2020-06-25,1191,56,7,0,0,0,15
2020-06-26,1198,56,7,0,0,0,14
2020-06-27,1200,56,2,0,0,0,14
2020-06-28,1202,56,2,0,0,0,15
2020-06-29,1208,56,6,0,0,0,13
2020-06-30,1208,56,0,0,0,0,16
2020-07-01,1210,56,2,0,0,0,17
2020-07-02,1227,56,17,0,0,0,21
2020-07-03,1236,56,9,0,0,0,16
2020-07-04,1238,56,2,0,0,0,16
2020-07-05,1249,56,11,0,0,0,15
2020-07-06,1251,56,2,0,0,0,24
2020-07-07,1254,56,3,0,0,0,13
2020-07-08,1256,56,2,0,0,0,14
2020-07-09,1272,56,16,0,0,0,15
2020-07-10,1277,56,5,0,0,0,11
2020-07-11,1283,56,6,0,0,0,18
2020-07-12,1296,56,13,0,0,0,17
2020-07-13,1301,56,5,0,0,0,10
2020-07-14,1305,56,4,0,0,0,15
2020-07-15,1318,56,13,0,0,0,19
2020-07-16,1325,56,7,0,0,0,25
2020-07-17,1334,56,9,0,0,0,33
2020-07-18,1338,56,4,0,0,0,25
2020-07-19,1350,56,12,0,0,0,24
2020-07-20,1360,56,10,0,0,0,22
2020-07-21,1366,56,6,0,0,0,19
2020-07-22,1366,56,0,0,0,0,14
2020-07-23,1377,56,11,0,0,0,12
2020-07-24,1385,56,8,0,0,0,12
2020-07-25,1396,56,11,0,0,0,13
2020-07-26,1400,56,4,0,0,0,10
2020-07-27,1402,56,2,0,0,0,13
2020-07-28,1405,56,3,0,0,0,18
2020-07-29,1406,56,1,0,0,0,18
2020-07-30,1407,57,1,1,0,0,18
2020-07-31,1414,57,7,0,0,0,16
2020-08-01,1421,57,7,0,0,0,16
2020-08-02,1426,57,5,0,0,0,15
2020-08-03,1427,57,1,0,0,0,14
2020-08-04,1431,57,4,0,0,0,14
2020-08-05,1436,57,5,0,0,0,9
2020-08-06,1445,58,9,1,0,0,6
2020-08-07,1448,58,3,0,0,0,6
2020-08-08,1454,58,6,0,0,0,8
2020-08-09,1459,58,5,0,0,0,6
2020-08-10,1462,58,3,0,0,0,11
2020-08-11,1472,58,10,0,0,0,12
2020-08-12,1478,58,6,0,0,0,9
2020-08-13,1484,58,6,0,0,0,14
2020-08-14,1501,58,17,0,0,0,13
2020-08-15,1509,58,8,0,0,0,14
2020-08-16,1515,58,6,0,0,0,17
2020-08-17,1527,58,12,0,0,0,18
2020-08-18,1530,58,3,0,0,0,17
2020-08-19,1533,58,3,0,0,0,12
2020-08-20,1537,58,4,0,0,0,10
2020-08-21,1541,58,4,0,0,0,10
2020-08-22,1553,58,12,0,0,0,15
2020-08-23,1557,58,4,0,0,0,13
2020-08-24,1566,58,9,0,0,0,11
2020-08-25,1572,58,6,0,0,0,13
2020-08-26,1577,58,5,0,0,0,14
2020-08-27,1586,58,9,0,0,0,12
2020-08-28,1589,58,3,0,0,0,11
2020-08-29,1605,58,16,0,0,0,10
2020-08-30,1616,58,11,0,0,0,13
