"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,1,0,1,0
2020-01-23,1,0,0,0
2020-01-24,2,0,1,0
2020-01-25,2,0,0,0
2020-01-26,5,0,3,0
2020-01-27,5,0,0,0
2020-01-28,5,0,0,0
2020-01-29,5,0,0,0
2020-01-30,5,0,0,0
2020-01-31,7,0,2,0
2020-02-01,8,0,1,0
2020-02-02,8,0,0,0
2020-02-03,11,0,3,0
2020-02-04,11,0,0,0
2020-02-05,11,0,0,0
2020-02-06,11,0,0,0
2020-02-07,11,0,0,0
2020-02-08,11,0,0,0
2020-02-09,11,0,0,0
2020-02-10,11,0,0,0
2020-02-11,12,0,1,0
2020-02-12,12,0,0,0
2020-02-13,13,0,1,0
2020-02-14,13,0,0,0
2020-02-15,13,0,0,0
2020-02-16,13,0,0,0
2020-02-17,13,0,0,0
2020-02-18,13,0,0,0
2020-02-19,13,0,0,0
2020-02-20,13,0,0,0
2020-02-21,15,0,2,0
2020-02-22,15,0,0,0
2020-02-23,15,0,0,0
2020-02-24,15,0,0,0
2020-02-25,15,0,0,0
2020-02-26,15,0,0,0
2020-02-27,16,0,1,0
2020-02-28,16,0,0,0
2020-02-29,24,1,8,1
2020-03-01,30,1,6,0
2020-03-02,53,6,23,5
2020-03-03,73,7,20,1
2020-03-04,104,11,31,4
2020-03-05,172,12,68,1
2020-03-06,217,14,45,2
2020-03-07,336,17,119,3
2020-03-08,450,21,114,4
2020-03-09,514,22,64,1
2020-03-10,703,28,189,6
2020-03-11,1105,32,402,4
2020-03-12,1521,41,416,9
2020-03-13,2035,50,514,9
2020-03-14,2751,56,716,6
2020-03-15,2918,70,167,14
2020-03-16,4278,98,1360,28
2020-03-17,6018,132,1740,34
2020-03-18,8793,189,2775,57
2020-03-19,13433,250,4640,61
2020-03-20,18188,345,4755,95
2020-03-21,25002,444,6814,99
2020-03-22,32764,535,7762,91
2020-03-23,42313,711,9549,176
2020-03-24,52348,902,10035,191
2020-03-25,63932,1195,11584,293
2020-03-26,80438,1558,16506,363
2020-03-27,98033,2011,17595,453
2020-03-28,117138,2640,19105,629
2020-03-29,135587,3245,18449,605
2020-03-30,155199,3866,19612,621
2020-03-31,181971,4712,26772,846
2020-04-01,205435,6034,23464,1322
2020-04-02,235466,7451,30031,1417
2020-04-03,267026,8791,31560,1340
2020-04-04,301463,10237,34437,1446
2020-04-05,329404,11723,27941,1486
2020-04-06,358682,13373,29278,1650
2020-04-07,390430,15799,31748,2426
2020-04-08,422144,17857,31714,2058
2020-04-09,456387,19851,34243,1994
2020-04-10,490165,21803,33778,1952
2020-04-11,519414,23989,29249,2186
2020-04-12,547956,25737,28542,1748
2020-04-13,573039,27484,25083,1747
2020-04-14,599165,29801,26126,2317
2020-04-15,629083,32362,29918,2561
2020-04-16,660346,34453,31263,2091
2020-04-17,692314,36429,31968,1976
2020-04-18,720266,38267,27952,1838
2020-04-19,746687,40079,26421,1812
2020-04-20,772012,42032,25325,1953
2020-04-21,796299,44213,24287,2181
2020-04-22,826393,46681,30094,2468
2020-04-23,860471,48755,34078,2074
2020-04-24,896879,50296,36408,1541
2020-04-25,929155,53109,32276,2813
2020-04-26,956350,54069,27195,960
2020-04-27,978678,55634,22328,1565
2020-04-28,1003304,57707,24626,2073
2020-04-29,1030734,60320,27430,2613
2020-04-30,1060477,62272,29743,1952
2020-05-01,1093936,64276,33459,2004
2020-05-02,1122392,65713,28456,1437
2020-05-03,1147230,66974,24838,1261
