"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","point",NA,51413
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.01,48171
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.025,48685
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.05,49226
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.1,49813
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.15,50157
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.2,50428
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.25,50657
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.3,50857
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.35,50961
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.4,51090
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.45,51225
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.5,51413
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.55,51582
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.6,51688
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.65,51757
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.7,51815
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.75,51930
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.8,52289
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.85,52758
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.9,53300
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.95,54131
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.975,54737
"2020-07-05","1 wk ahead cum case",2020-07-11,"01","quantile",0.99,55615
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","point",NA,61036
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.01,53876
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.025,54681
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.05,55487
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.1,56480
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.15,57341
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.2,57989
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.25,58465
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.3,58885
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.35,59328
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.4,59817
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.45,60416
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.5,61036
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.55,61694
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.6,62256
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.65,62487
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.7,62707
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.75,63305
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.8,64448
"2020-07-05","2 wk ahead cum case",2020-07-18,"01","quantile",0.85,65595
