"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-04,0,0,0,0,0,0,0
2020-03-05,3,0,3,0,0,0,0
2020-03-06,3,0,0,0,0,0,0
2020-03-07,3,0,0,0,0,0,0
2020-03-08,7,0,4,0,0,0,0
2020-03-09,14,0,7,0,0,0,0
2020-03-10,14,0,0,0,0,0,0
2020-03-11,15,0,1,0,0,0,0
2020-03-12,19,0,4,0,0,0,0
2020-03-13,19,0,0,0,0,0,0
2020-03-14,30,0,11,0,0,0,0
2020-03-15,30,0,0,0,0,0,0
2020-03-16,36,0,6,0,0,0,0
2020-03-17,39,0,3,0,0,0,0
2020-03-18,47,0,8,0,0,0,0
2020-03-19,75,3,28,3,0,0,0
2020-03-20,88,3,13,0,0,0,0
2020-03-21,114,3,26,0,0,0,0
2020-03-22,114,3,0,0,0,0,0
2020-03-23,161,4,47,1,43,43,0
2020-03-24,191,5,30,1,56,13,0
2020-03-25,209,8,18,3,61,5,0
2020-03-26,209,8,0,0,61,0,0
2020-03-27,327,11,118,3,90,29,0
2020-03-28,414,12,87,1,102,12,91
2020-03-29,479,13,65,1,117,15,107
2020-03-30,548,13,69,0,129,12,107
2020-03-31,606,16,58,3,140,11,132
2020-04-01,690,18,84,2,154,14,132
2020-04-02,736,18,46,0,154,0,132
2020-04-03,826,21,90,3,188,34,134
2020-04-04,899,22,73,1,204,16,188
2020-04-05,999,26,100,4,239,35,0
2020-04-06,1068,27,69,1,258,19,0
2020-04-07,1132,27,64,0,258,0,0
2020-04-08,1181,33,49,6,324,66,0
2020-04-09,1239,33,58,0,324,0,156
2020-04-10,1321,44,82,11,326,2,146
2020-04-11,1321,44,0,0,326,0,146
2020-04-12,1371,48,50,4,338,12,140
2020-04-13,1527,52,156,4,359,21,295
2020-04-14,1584,53,57,1,369,10,321
2020-04-15,1633,55,49,2,381,12,311
2020-04-16,1663,58,30,3,401,20,305
