"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-07,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0
2020-03-12,1,0,1,0,0,0,0
2020-03-13,4,0,3,0,0,0,0
2020-03-14,6,0,2,0,0,0,0
2020-03-15,10,0,4,0,0,0,0
2020-03-16,12,0,2,0,0,0,0
2020-03-17,21,0,9,0,0,0,0
2020-03-18,34,0,13,0,0,0,0
2020-03-19,50,0,16,0,0,0,0
2020-03-20,80,1,30,1,0,0,0
2020-03-21,140,1,60,0,0,0,0
2020-03-22,207,1,67,0,33,33,0
2020-03-23,249,1,42,0,33,0,0
2020-03-24,320,1,71,0,86,53,0
2020-03-25,377,2,57,1,117,31,0
2020-03-26,485,6,108,4,150,33,0
2020-03-27,579,8,94,2,185,35,0
2020-03-28,663,13,84,5,219,34,0
2020-03-29,758,14,95,1,235,16,0
2020-03-30,847,16,89,2,195,-40,0
2020-03-31,937,20,90,4,211,16,0
2020-04-01,1073,22,136,2,332,121,0
2020-04-02,1177,26,104,4,360,28,0
2020-04-03,1358,29,181,3,420,60,0
2020-04-04,1455,35,97,6,436,16,0
2020-04-05,1638,43,183,8,475,39,0
2020-04-06,1738,51,100,8,475,0,0
2020-04-07,1915,59,177,8,377,-98,0
2020-04-08,2003,67,88,8,410,33,0
2020-04-09,2260,76,257,9,441,31,0
2020-04-10,2469,82,209,6,482,41,0
2020-04-11,2642,93,173,11,528,46,0
2020-04-12,2781,96,139,3,548,20,0
2020-04-13,2942,98,161,2,549,1,0
2020-04-14,3087,111,145,13,596,47,0
2020-04-15,3360,122,273,11,645,49,0
2020-04-16,3624,129,264,7,682,37,0
2020-04-17,3793,140,169,11,736,54,0
2020-04-18,3974,152,181,12,782,46,0
2020-04-19,4274,159,300,7,808,26,0
2020-04-20,4512,169,238,10,819,11,548
2020-04-21,4716,183,204,14,858,39,548
2020-04-22,4894,193,178,10,910,52,628
2020-04-23,5153,201,259,8,946,36,595
2020-04-24,5434,209,281,8,970,24,586
2020-04-25,5718,221,284,12,996,26,649
2020-04-26,5911,227,193,6,1001,5,644
2020-04-27,6094,229,183,2,1060,59,590
2020-04-28,6342,239,248,10,1088,28,639
2020-04-29,6569,250,227,11,1126,38,677
2020-04-30,6815,261,246,11,1175,49,639
2020-05-01,7212,281,397,20,1226,51,651
2020-05-02,7441,291,229,10,1265,39,632
2020-05-03,7550,303,109,12,1298,33,667
2020-05-04,7877,310,327,7,1316,18,646
2020-05-05,8207,342,330,32,1352,36,645
2020-05-06,8424,374,217,32,1392,40,618
2020-05-07,8686,396,262,22,1442,50,650
2020-05-08,9090,409,404,13,1478,36,632
2020-05-09,9378,421,288,12,1512,34,607
2020-05-10,9501,430,123,9,1531,19,645
2020-05-11,9674,435,173,5,1546,15,507
2020-05-12,9908,457,234,22,1582,36,604
2020-05-13,10090,465,182,8,1616,34,604
2020-05-14,10483,480,393,15,1667,51,589
2020-05-15,10801,493,318,13,1712,45,573
2020-05-16,11123,510,322,17,1748,36,641
2020-05-17,11296,521,173,11,1773,25,608
2020-05-18,11432,528,136,7,1805,32,559
2020-05-19,11704,554,272,26,1840,35,611
2020-05-20,11967,570,263,16,1901,61,644
2020-05-21,12222,580,255,10,1932,31,638
2020-05-22,12624,596,402,16,1966,34,557
2020-05-23,13005,616,381,20,1996,30,590
2020-05-24,13252,625,247,9,2023,27,512
2020-05-25,13458,635,206,10,2046,23,566
2020-05-26,13731,652,273,17,2070,24,561
2020-05-27,14044,670,313,18,2106,36,547
2020-05-28,14372,693,328,23,2147,41,594
2020-05-29,14790,710,418,17,2208,61,584
2020-05-30,15229,723,439,13,2240,32,593
2020-05-31,15501,734,272,11,2272,32,570
2020-06-01,15752,739,251,5,2296,24,584
2020-06-02,16020,767,268,28,2296,0,584
2020-06-03,16322,782,302,15,2340,44,602
2020-06-04,16560,794,238,12,2340,0,633
2020-06-05,16759,803,199,9,2475,135,604
2020-06-06,16769,803,10,0,2475,0,604
2020-06-07,17270,817,501,14,2522,47,585
2020-06-08,17768,837,498,20,2535,13,598
2020-06-09,17768,837,0,0,2535,0,598
2020-06-10,18483,868,715,31,2614,79,655
2020-06-11,18483,868,0,0,2614,0,655
2020-06-12,19091,881,608,13,2643,29,710
2020-06-13,19348,889,257,8,2644,1,684
2020-06-14,19516,891,168,2,2665,21,667
2020-06-15,19799,895,283,4,2680,15,661
2020-06-16,20152,915,353,20,2728,48,668
2020-06-17,20641,938,489,23,2767,39,668
2020-06-18,20641,938,0,0,2767,0,668
2020-06-19,20641,938,0,0,2767,0,661
2020-06-20,20641,938,0,0,2767,0,465
2020-06-21,20641,938,0,0,2767,0,689
2020-06-22,22287,978,1646,40,2881,114,710
2020-06-23,22898,989,611,11,2915,34,664
2020-06-24,23424,1011,526,22,2946,31,767
2020-06-25,24516,1016,1092,5,2998,52,755
2020-06-26,25066,1022,550,6,3044,46,769
2020-06-27,25531,1035,465,13,3078,34,731
2020-06-28,25892,1039,361,4,3102,24,676
2020-06-29,26567,1059,675,20,3115,13,719
2020-06-30,27247,1073,680,14,3156,41,779
2020-07-01,27900,1082,653,9,3177,21,786
2020-07-02,28770,1092,870,10,3208,31,863
2020-07-03,28770,1092,0,0,3208,0,863
2020-07-04,30674,1107,1904,15,3268,60,872
2020-07-05,30900,1111,226,4,3268,0,872
2020-07-06,31257,1114,357,3,3280,12,825
2020-07-07,32214,1158,957,44,3315,35,885
2020-07-08,32888,1188,674,30,3365,50,883
2020-07-09,33591,1204,703,16,3414,49,941
2020-07-10,34622,1215,1031,11,3455,41,981
2020-07-11,35419,1230,797,15,3495,40,963
2020-07-12,36287,1249,868,19,3495,0,963
2020-07-13,36680,1250,393,1,3530,35,1020
2020-07-14,37542,1272,862,22,3585,55,1059
2020-07-15,38567,1290,1025,18,3629,44,1099
2020-07-16,39797,1308,1230,18,3675,46,1117
2020-07-17,40829,1332,1032,24,3712,37,1076
2020-07-18,41846,1346,1017,14,3727,15,1076
2020-07-19,42638,1355,792,9,3727,0,1129
2020-07-20,43889,1358,1251,3,3766,39,1119
2020-07-21,45524,1389,1635,31,3797,31,1154
2020-07-22,47071,1423,1547,34,3844,47,1165
2020-07-23,48053,1436,982,13,3878,34,1207
2020-07-24,49663,1463,1610,27,3923,45,1216
2020-07-25,51097,1480,1434,17,3982,59,1172
2020-07-26,52304,1495,1207,15,3982,0,1172
2020-07-27,52957,1501,653,6,4032,50,1179
2020-07-28,54299,1543,1342,42,4103,71,1184
2020-07-29,55804,1563,1505,20,4152,49,1211
2020-07-30,57579,1611,1775,48,4213,61,1245
2020-07-31,58747,1663,1168,52,4276,63,1229
2020-08-01,59881,1693,1134,30,4314,38,1172
2020-08-02,60553,1703,672,10,4314,0,1172
2020-08-03,61125,1711,572,8,4380,66,1172
2020-08-04,62199,1753,1074,42,4424,44,1164
2020-08-05,63444,1804,1245,51,4472,48,1179
2020-08-06,64400,1825,956,21,4511,39,1184
2020-08-07,65436,1848,1036,23,4577,66,1136
2020-08-08,66646,1874,1210,26,4606,29,1151
2020-08-09,67173,1896,527,22,4606,0,1151
2020-08-10,67649,1912,476,16,4680,74,1074
2020-08-11,68293,1944,644,32,4738,58,1114
2020-08-12,69374,1989,1081,45,4794,56,1148
2020-08-13,69986,2011,612,22,4847,53,1136
2020-08-14,70930,2043,944,32,4873,26,1107
2020-08-15,71755,2080,825,37,4916,43,1126
2020-08-16,72136,2084,381,4,4916,0,1126
2020-08-17,72412,2095,276,11,4989,73,1081
2020-08-18,73207,2128,795,33,5025,36,1090
2020-08-19,74555,2163,1348,35,5063,38,1073
2020-08-20,75449,2190,894,27,5097,34,1025
2020-08-21,76323,2214,874,24,5127,30,997
2020-08-22,77268,2237,945,23,5149,22,982
2020-08-23,77894,2240,626,3,5149,0,982
2020-08-24,78405,2248,511,8,5179,30,903
2020-08-25,79206,2315,801,67,5208,29,920
2020-08-26,80110,2373,904,58,5234,26,878
2020-08-27,80695,2399,585,26,5267,33,827
2020-08-28,81294,2413,599,14,5279,12,825
2020-08-29,82029,2427,735,14,5300,21,819
2020-08-30,82676,2441,647,14,5300,0,819
2020-08-31,82950,2473,274,32,5326,26,802
2020-09-01,83584,2493,634,20,5326,0,798
2020-09-02,84365,2526,781,33,5326,0,856
2020-09-03,85116,2536,751,10,5326,0,812
2020-09-04,85939,2558,823,22,5326,0,789
2020-09-05,86478,2569,539,11,5326,0,758
2020-09-06,86888,2584,410,15,5326,0,758
2020-09-07,87130,2585,242,1,5326,0,758
2020-09-08,87379,2585,249,0,5410,84,758
2020-09-09,87805,2623,426,38,5410,0,683
2020-09-10,88322,2656,517,33,5410,0,668
2020-09-11,89175,2670,853,14,5410,0,545
2020-09-12,89620,2685,445,15,5410,0,542
2020-09-13,89874,2697,254,12,5410,0,542
2020-09-14,90018,2706,144,9,5499,89,513
2020-09-15,90523,2734,505,28,5499,0,667
2020-09-16,91234,2756,711,22,5499,0,632
2020-09-17,91935,2780,701,24,5499,0,622
2020-09-18,91935,2780,0,0,5499,0,630
2020-09-19,93087,2809,1152,29,5499,0,630
2020-09-20,93364,2810,277,1,5499,0,630
2020-09-21,93556,2810,192,0,5607,108,621
2020-09-22,94021,2846,465,36,5607,0,642
2020-09-23,94573,2870,552,24,5607,0,620
2020-09-24,95310,2874,737,4,5607,0,631
2020-09-25,96032,2894,722,20,5607,0,609
2020-09-26,96677,2911,645,17,5607,0,601
2020-09-27,96859,2919,182,8,5607,0,601
2020-09-28,97049,2921,190,2,5844,237,601
2020-09-29,97638,2957,589,36,5844,0,564
2020-09-30,98190,2969,552,12,5844,0,556
2020-10-01,98886,2979,696,10,5975,131,531
2020-10-02,99558,2999,672,20,5975,0,531
2020-10-03,100167,3011,609,12,5975,0,515
2020-10-04,100488,3013,321,2,5975,0,515
2020-10-05,100703,3013,215,0,6053,78,554
2020-10-06,100703,3013,0,0,6053,0,554
2020-10-07,102241,3051,1538,38,6053,0,571
2020-10-08,102819,3074,578,23,6053,0,606
2020-10-09,103681,3080,862,6,6053,0,627
2020-10-10,104638,3096,957,16,6053,0,600
2020-10-11,104932,3101,294,5,6053,0,600
2020-10-12,105228,3101,296,0,6237,184,600
2020-10-13,105941,3115,713,14,6237,0,600
2020-10-14,106817,3140,876,25,6237,0,633
2020-10-15,108139,3152,1322,12,6237,0,598
2020-10-16,109255,3160,1116,8,6237,0,596
2020-10-17,110006,3171,751,11,6237,0,609
2020-10-18,110006,3171,0,0,6237,0,609
2020-10-19,110592,3171,586,0,6380,143,653
2020-10-20,111322,3202,730,31,6380,0,664
2020-10-21,112123,3223,801,21,6380,0,711
2020-10-22,113081,3231,958,8,6380,0,695
2020-10-23,113876,3238,795,7,6380,0,701
2020-10-24,115088,3255,1212,17,6380,0,683
2020-10-25,115088,3255,0,0,6380,0,683
2020-10-26,115763,3263,675,8,6576,196,679
2020-10-27,116617,3283,854,20,6576,0,678
2020-10-28,117617,3302,1000,19,6576,0,666
2020-10-29,118587,3310,970,8,6576,0,699
2020-10-30,119336,3328,749,18,6576,0,712
2020-10-31,120160,3334,824,6,6576,0,673
2020-11-01,120500,3348,340,14,6576,0,673
2020-11-02,120865,3348,365,0,6728,152,657
2020-11-03,121509,3384,644,36,6728,0,672
2020-11-04,122275,3397,766,13,6728,0,689
2020-11-05,123887,3405,1612,8,6728,0,640
2020-11-06,124854,3419,967,14,6728,0,695
2020-11-07,125885,3433,1031,14,6728,0,710
2020-11-08,126689,3443,804,10,6728,0,716
2020-11-09,127205,3443,516,0,6914,186,718
2020-11-10,128138,3480,933,37,6914,0,737
2020-11-11,129394,3497,1256,17,6914,0,756
2020-11-12,130665,3514,1271,17,6914,0,774
2020-11-13,131970,3519,1305,5,6914,0,767
2020-11-14,133340,3540,1370,21,6914,0,778
2020-11-15,134309,3543,969,3,6914,0,756
2020-11-16,134898,3545,589,2,7091,177,807
2020-11-17,135803,3581,905,36,7091,0,868
2020-11-18,137396,3601,1593,20,7091,0,948
2020-11-19,138791,3619,1395,18,7091,0,926
2020-11-20,140429,3642,1638,23,7091,0,965
2020-11-21,142401,3657,1972,15,7091,0,999
2020-11-22,143180,3676,779,19,7091,0,999
2020-11-23,143879,3676,699,0,7294,203,1014
2020-11-24,144544,3729,665,53,7294,0,1041
2020-11-25,145636,3745,1092,16,7294,0,1039
2020-11-26,147382,3763,1746,18,7294,0,1039
2020-11-27,148387,3769,1005,6,7294,0,1039
2020-11-28,149940,3779,1553,10,7294,0,1058
2020-11-29,151785,3806,1845,27,7294,0,1058
2020-11-30,153270,3807,1485,1,7486,192,1115
2020-12-01,154411,3836,1141,29,7486,0,1158
2020-12-02,156868,3851,2457,15,7486,0,1135
2020-12-03,159036,3879,2168,28,7486,0,1160
2020-12-04,161516,3916,2480,37,7486,0,1188
2020-12-05,163458,3949,1942,33,7486,0,1157
2020-12-06,164931,3961,1473,12,7486,0,1157
2020-12-07,166194,3961,1263,0,7703,217,1188
2020-12-08,167926,4017,1732,56,7703,0,1222
2020-12-09,170672,4041,2746,24,7703,0,1241
2020-12-10,172955,4083,2283,42,7703,0,1286
2020-12-11,175282,4124,2327,41,7703,0,1267
2020-12-12,177947,4180,2665,56,7703,0,1264
2020-12-13,179447,4199,1500,19,7703,0,1264
2020-12-14,181095,4204,1648,5,7901,198,1255
2020-12-15,183300,4252,2205,48,7901,0,1319
2020-12-16,185643,4294,2343,42,7901,0,1316
2020-12-17,187904,4320,2261,26,7901,0,1293
2020-12-18,190411,4354,2507,34,7901,0,1318
2020-12-19,192111,4390,1700,36,7901,0,1319
2020-12-20,194333,4409,2222,19,7901,0,1319
2020-12-21,195500,4411,1167,2,8039,138,1307
2020-12-22,197691,4490,2191,79,8039,0,1340
2020-12-23,200325,4533,2634,43,8039,0,1377
2020-12-24,202651,4556,2326,23,8039,0,1377
2020-12-25,204178,4562,1527,6,8039,0,1377
2020-12-26,205023,4565,845,3,8039,0,1377
2020-12-27,206388,4606,1365,41,8039,0,1377
2020-12-28,208089,4634,1701,28,8145,106,1325
2020-12-29,210032,4719,1943,85,8145,0,1409
2020-12-30,213055,4747,3023,28,8145,0,1463
2020-12-31,215811,4787,2756,40,8145,0,1463
2021-01-01,218386,4816,2575,29,8145,0,1456
2021-01-02,220277,4840,1891,24,8145,0,1456
2021-01-03,222061,4871,1784,31,8145,0,1456
2021-01-04,223677,4884,1616,13,8260,115,1432
2021-01-05,225444,4975,1767,91,8260,0,1518
2021-01-06,228235,5013,2791,38,8260,0,1495
2021-01-07,231490,5061,3255,48,8260,0,1495
