"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","point",NA,16855
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.01,16133
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.025,16330
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.05,16400
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.1,16519
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.15,16597
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.2,16649
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.25,16687
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.3,16725
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.35,16753
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.4,16794
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.45,16826
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.5,16855
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.55,16885
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.6,16923
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.65,16958
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.7,16989
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.75,17030
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.8,17077
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.85,17129
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.9,17180
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.95,17261
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.975,17360
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.99,17551
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","point",NA,19740
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.01,17440
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.025,17895
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.05,18236
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.1,18751
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.15,18998
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.2,19132
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.25,19265
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.3,19356
