"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","point",NA,21233
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.01,20255
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.025,20382
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.05,20497
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.1,20675
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.15,20808
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.2,20900
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.25,20973
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.3,21040
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.35,21088
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.4,21148
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.45,21186
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.5,21233
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.55,21276
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.6,21329
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.65,21400
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.7,21458
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.75,21510
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.8,21554
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.85,21611
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.9,21707
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.95,21880
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.975,22041
"2020-05-31","1 wk ahead cum case",2020-06-06,"01","quantile",0.99,22170
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","point",NA,25225
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.01,22065
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.025,22404
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.05,22777
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.1,23668
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.15,23992
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.2,24251
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.25,24497
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.3,24674
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.35,24809
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.4,24945
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.45,25076
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.5,25225
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.55,25380
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.6,25545
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.65,25700
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.7,25848
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.75,26092
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.8,26362
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.85,26560
"2020-05-31","2 wk ahead cum case",2020-06-13,"01","quantile",0.9,26715
