"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","point",NA,62931
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.01,59291
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.025,59786
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.05,60440
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.1,61036
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.15,61389
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.2,61777
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.25,62048
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.3,62240
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.35,62431
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.4,62588
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.45,62761
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.5,62931
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.55,63059
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.6,63161
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.65,63281
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.7,63433
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.75,63564
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.8,63675
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.85,63962
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.9,64430
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.95,65330
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.975,66038
"2020-07-12","1 wk ahead cum case",2020-07-18,"01","quantile",0.99,66835
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","point",NA,74396
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.01,66329
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.025,67152
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.05,68407
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.1,69500
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.15,70746
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.2,71362
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.25,71877
"2020-07-12","2 wk ahead cum case",2020-07-25,"01","quantile",0.3,72495
